time,rate_roll,rate_pitch,rate_yaw,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,R11,R12,R13,R21,R22,R23,R31,R32,R33,current,voltage,energy
1738176549.2462873,-0.001068115234375,0.003204345703125,-0.001068115234375,1.4131348396396282,-0.3849514435907566,0.6213125918191394,0.00310846222455,-0.0027822648270288,-0.0056791572163228,-0.9999429029914645,-0.009255284461402351,0.0053413918168336875,0.009318944679039915,-0.9998843429001937,0.012019072057220597,0.005229534116095556,0.012068161939010908,0.9999135019792174,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.256597,0.0,0.003204345703125,-0.001068115234375,1.4131633007197562,-0.3849769180075129,0.6212605934556668,0.00310846222455,-0.0027822648270288,-0.0056791572163228,-0.999943018851194,-0.009262678251652204,0.00530677325377701,0.009325884825639853,-0.9998843601243089,0.012012254202281811,0.005194893933424828,0.012061060086398125,0.9999137682353477,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.2686448,-0.001068115234375,0.003204345703125,0.0,1.4129490257569617,-0.3847659807704598,0.6216727335625956,0.0032330116941149,-0.0029427071574456,-0.0050076858094647,-0.9999415601502629,-0.009329768259542452,0.005461841125611811,0.009395275907432539,-0.9998827313631476,0.01209348222781976,0.005348371236311854,0.012144090990873253,0.999911954113523,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.276731,0.0,0.003204345703125,-0.001068115234375,1.412979209154138,-0.3847934538844818,0.6216259818078783,0.0032330116941149,-0.0029427071574456,-0.0050076858094647,-0.9999415668564337,-0.009321090806099348,0.005475412211417764,0.009386716469431436,-0.999882918416794,0.012084660203631178,0.005362128926368445,0.012135350200928392,0.9999119865512553,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.2862587,-0.001068115234375,0.003204345703125,-0.001068115234375,1.413011529572044,-0.3848228721279347,0.6215759199728411,0.0032330116941149,-0.0029427071574456,-0.0050076858094647,-0.9999415737480355,-0.009311799109304412,0.005489944230129182,0.009377550877602666,-0.9998831185462141,0.012075213697310613,0.0053768605933150835,0.012125990419165846,0.9999120209931043,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.296877,0.0,0.00213623046875,-0.001068115234375,1.4130438661550089,-0.3848523050849235,0.6215258330993748,0.0032330116941149,-0.0029427071574456,-0.0050076858094647,-0.9999415803435923,-0.009302502900605504,0.005504483603703008,0.00936838056152568,-0.9998833186020105,0.012065762598554748,0.005391599541289845,0.012116625818043611,0.9999120551494375,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3060167,-0.001068115234375,0.00213623046875,0.0,1.4130991877039614,-0.3848819181500243,0.621439751090136,0.0032346849438251,-0.0029510077612138,-0.0051351795334971,-0.9999415894065645,-0.009344682485426385,0.005430900875556145,0.009410100855639864,-0.9998819368973534,0.0121475210756696,0.005316744959111453,0.012197916856730768,0.9999114676047055,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3161302,-0.001068115234375,0.003204345703125,0.0,1.413130185689778,-0.3849101976574001,0.6213905406646666,0.0032346849438251,-0.0029510077612138,-0.0051351795334971,-0.9999417013901871,-0.009334226939770138,0.005428261999465659,0.009399654994383723,-0.9998819408258203,0.01215528265314094,0.0053141609765353,0.01220559780707448,0.9999113876115661,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3266199,-0.001068115234375,0.003204345703125,0.0,1.4131627136815732,-0.3849398729914468,0.6213389012992777,0.0032346849438251,-0.0029510077612138,-0.0051351795334971,-0.999941818776351,-0.009323255347497212,0.005425492785791184,0.009388693521144787,-0.9998819447666473,0.01216342729798332,0.005311449539374488,0.012213657903866334,0.9999113035986732,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3396397,0.0,0.003204345703125,-0.001068115234375,1.4131949893679427,-0.3849693181468882,0.6212876624778925,0.0032346849438251,-0.0029510077612138,-0.0051351795334971,-0.9999419351257063,-0.009312368878028873,0.005422744963324591,0.00937781704832131,-0.9998819484931504,0.012171508737578858,0.005308759220943925,0.012221655510619812,0.9999112201651273,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3461828,-0.001068115234375,0.00213623046875,0.0,1.4131069387232087,-0.3848617508202548,0.6214108145831791,0.0032149635335936,-0.0023286404688457,-0.005472893758863,-0.9999398357375513,-0.009618689757332542,0.005273112222519091,0.009682310881601592,-0.9998789984136555,0.01217544197543715,0.00515536236855506,0.012225765360802712,0.999911972575682,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3555493,-0.001068115234375,0.00213623046875,-0.001068115234375,1.4131386350486863,-0.3848847088866372,0.6213568573236106,0.0032149635335936,-0.0023286404688457,-0.005472893758863,-0.9999395500359689,-0.00966851189367685,0.00523604350878612,0.00973174651114765,-0.9998783524808227,0.012189066825580686,0.005117556419507023,0.012239285845078352,0.999912001377269,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.367912,-0.001068115234375,0.003204345703125,-0.001068115234375,1.4131707814690588,-0.3849079929626852,0.6213021338589156,0.0032149635335936,-0.0023286404688457,-0.005472893758863,-0.9999392563298674,-0.009719042003065134,0.005198449097032267,0.009781883586967669,-0.9998776946716234,0.01220288702116207,0.005079212927491071,0.012252996396918136,0.999912028968216,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3786716,0.0,0.00213623046875,-0.00213623046875,1.4132030564879727,-0.3849313701843519,0.6212471914784704,0.0032149635335936,-0.0023286404688457,-0.005472893758863,-0.9999389574496161,-0.009769774746871334,0.005160704987722101,0.009832220673025898,-0.9998770314915253,0.012216764397014806,0.00504071534723265,0.012266759844826242,0.9999120550286897,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.387529,0.0,0.00213623046875,-0.001068115234375,1.413134473014435,-0.3849144982019247,0.6213524469856586,0.0032462124820956,-0.0029234747772267,-0.0055499670690261,-0.9999426774219706,-0.009190831293808092,0.005492767090429601,0.009256362914525976,-0.9998848332770908,0.012026634110968784,0.005381599741297821,0.012076787758890508,0.9999125909706564,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.3966389,-0.001068115234375,0.00213623046875,-0.001068115234375,1.413153898349928,-0.3849319922749916,0.6213192359827175,0.0032462124820956,-0.0029234747772267,-0.0055499670690261,-0.9999428335576761,-0.009174872247504427,0.005491023209539948,0.009240348946843531,-0.9998850591336109,0.01202016941295128,0.005380108547817693,0.012070221233161177,0.9999126782831571,0.000762939453125,11.70989990234375,0.008933944627642632
1738176549.4059439,0.0,0.003204345703125,-0.001068115234375,1.4131864643535483,-0.3849613205739567,0.621263558713081,0.0032462124820956,-0.0029234747772267,-0.0055499670690261,-0.9999430947352939,-0.009148117344807473,0.005488099875978442,0.009213502017355688,-0.9998854371067449,0.012009331473063763,0.0053776083698299,0.012059212698156121,0.999912824558882,0.000762939453125,11.70989990234375,0.008933944627642632
