acc_x,acc_y,acc_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dt
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.01
0.0209005,0.0962456,-0.0494568,3.50095e-07,1.61491e-06,2.0,0.000104853,0.00048339,-0.000248188,0.01
0.0413815,0.189908,-0.0978323,2.78674e-06,1.28328e-05,1.99999,0.000416611,0.0019163,-0.000985532,0.01
0.061446,0.281009,-0.145134,9.35807e-06,4.30202e-05,1.99998,0.000931095,0.00427301,-0.00220125,0.01
0.0810967,0.36957,-0.191369,2.20706e-05,0.000101287,1.99995,0.00164415,0.00752802,-0.00388466,0.01
0.100336,0.455614,-0.236546,4.28893e-05,0.000196491,1.9999,0.00255166,0.011656,-0.00602512,0.01
0.119168,0.539161,-0.280672,7.37382e-05,0.000337234,1.99983,0.00364952,0.016632,-0.00861208,0.01
0.137594,0.620233,-0.323754,0.000116501,0.000531874,1.99972,0.00493367,0.022431,-0.0116351,0.01
0.155618,0.698853,-0.3658,0.000173019,0.000788516,1.99959,0.00640006,0.0290285,-0.0150837,0.01
0.173242,0.775042,-0.406818,0.000245096,0.00111502,1.99942,0.0080447,0.0364,-0.0189477,0.01
0.190469,0.848821,-0.446815,0.000334494,0.00151901,1.99921,0.00986358,0.0445213,-0.0232167,0.01
0.207302,0.920213,-0.485798,0.000442935,0.00200787,1.99896,0.0118528,0.0533684,-0.0278806,0.01
0.223744,0.989238,-0.523776,0.000572104,0.00258872,1.99865,0.0140083,0.0629176,-0.0329293,0.01
0.239797,1.05592,-0.560755,0.000723643,0.00326848,1.9983,0.0163263,0.0731454,-0.0383528,0.01
0.255465,1.12028,-0.596744,0.000899159,0.00405381,1.99788,0.018803,0.0840283,-0.0441411,0.01
0.27075,1.18234,-0.63175,0.00110022,0.00495115,1.99741,0.0214344,0.0955433,-0.0502844,0.01
0.285655,1.24212,-0.66578,0.00132835,0.00596671,1.99688,0.0242167,0.107667,-0.0567728,0.01
0.300183,1.29964,-0.698842,0.00158504,0.00710646,1.99628,0.0271462,0.120378,-0.0635968,0.01
0.314336,1.35493,-0.730944,0.00187175,0.00837615,1.9956,0.0302191,0.133653,-0.0707465,0.01
0.328118,1.408,-0.762093,0.00218989,0.00978132,1.99486,0.0334317,0.147469,-0.0782125,0.01
0.341531,1.45888,-0.792296,0.00254084,0.0113273,1.99404,0.0367802,0.161805,-0.0859852,0.01
0.354578,1.50759,-0.821562,0.00292594,0.0130191,1.99314,0.0402611,0.17664,-0.0940553,0.01
0.367262,1.55415,-0.849897,0.00334649,0.0148616,1.99216,0.0438706,0.19195,-0.102413,0.01
0.379586,1.59859,-0.87731,0.00380377,0.0168596,1.99109,0.0476051,0.207716,-0.11105,0.01
0.391552,1.64092,-0.903808,0.004299,0.0190174,1.98994,0.0514611,0.223915,-0.119956,0.01
0.403164,1.68116,-0.929398,0.00483338,0.0213393,1.98869,0.055435,0.240527,-0.129123,0.01
0.414423,1.71935,-0.954088,0.00540808,0.0238292,1.98735,0.0595232,0.257531,-0.138541,0.01
0.425334,1.75549,-0.977886,0.00602422,0.0264911,1.98592,0.0637223,0.274907,-0.148202,0.01
0.435898,1.78962,-1.0008,0.00668288,0.0293286,1.98439,0.0680287,0.292634,-0.158096,0.01
0.44612,1.82175,-1.02283,0.00738514,0.0323449,1.98276,0.0724391,0.310693,-0.168215,0.01
0.456,1.8519,-1.044,0.008132,0.0355435,1.98102,0.07695,0.329063,-0.17855,0.01
0.465543,1.8801,-1.0643,0.00892446,0.0389271,1.97918,0.081558,0.347724,-0.189092,0.01
0.47475,1.90637,-1.08375,0.00976347,0.0424988,1.97724,0.0862597,0.366658,-0.199833,0.01
0.483626,1.93073,-1.10235,0.01065,0.0462612,1.97519,0.0910519,0.385845,-0.210764,0.01
0.492172,1.9532,-1.12012,0.0115848,0.0502165,1.97302,0.0959312,0.405266,-0.221878,0.01
0.500392,1.97381,-1.13705,0.0125689,0.0543672,1.97075,0.100894,0.424903,-0.233164,0.01
0.508288,1.99257,-1.15315,0.013603,0.0587152,1.96836,0.105938,0.444737,-0.244616,0.01
0.515863,2.00951,-1.16844,0.0146879,0.0632625,1.96586,0.111059,0.464748,-0.256224,0.01
0.52312,2.02465,-1.18292,0.0158244,0.0680107,1.96323,0.116254,0.484921,-0.267982,0.01
0.530062,2.03801,-1.1966,0.0170132,0.0729614,1.9605,0.12152,0.505236,-0.27988,0.01
0.536691,2.04961,-1.20948,0.018255,0.0781159,1.95764,0.126854,0.525675,-0.291911,0.01
0.543011,2.05948,-1.22158,0.0195505,0.0834753,1.95466,0.132253,0.546222,-0.304067,0.01
0.549024,2.06763,-1.2329,0.0209003,0.0890406,1.95156,0.137714,0.566859,-0.31634,0.01
0.554733,2.07409,-1.24344,0.022305,0.0948127,1.94833,0.143233,0.587569,-0.328722,0.01
0.560141,2.07887,-1.25322,0.0237651,0.100792,1.94498,0.148807,0.608335,-0.341206,0.01
0.56525,2.08201,-1.26225,0.0252813,0.10698,1.94151,0.154434,0.629141,-0.353784,0.01
0.570064,2.08352,-1.27053,0.026854,0.113375,1.9379,0.160111,0.64997,-0.366449,0.01
0.574585,2.08343,-1.27806,0.0284837,0.119979,1.93418,0.165835,0.670806,-0.379192,0.01
0.578816,2.08175,-1.28486,0.0301708,0.126791,1.93032,0.171602,0.691633,-0.392008,0.01
0.58276,2.07851,-1.29094,0.0319158,0.133812,1.92634,0.17741,0.712436,-0.404887,0.01
0.58642,2.07373,-1.2963,0.0337191,0.14104,1.92222,0.183256,0.733198,-0.417824,0.01
0.589798,2.06744,-1.30094,0.0355811,0.148475,1.91798,0.189137,0.753905,-0.430811,0.01
0.592898,2.05964,-1.30488,0.037502,0.156118,1.91361,0.195051,0.774542,-0.443841,0.01
0.595721,2.05037,-1.30813,0.0394822,0.163966,1.9091,0.200995,0.795093,-0.456906,0.01
0.598272,2.03965,-1.31069,0.041522,0.172019,1.90447,0.206965,0.815545,-0.470001,0.01
0.600552,2.02749,-1.31256,0.0436216,0.180276,1.8997,0.212959,0.835881,-0.483118,0.01
0.602566,2.01393,-1.31377,0.0457812,0.188736,1.89481,0.218975,0.85609,-0.49625,0.01
0.604314,1.99897,-1.31431,0.0480011,0.197398,1.88978,0.225009,0.876155,-0.509391,0.01
0.605801,1.98265,-1.31419,0.0502815,0.206259,1.88462,0.23106,0.896065,-0.522534,0.01
0.607028,1.96499,-1.31341,0.0526224,0.215318,1.87933,0.237125,0.915804,-0.535672,0.01
0.608,1.946,-1.312,0.055024,0.224574,1.8739,0.2432,0.93536,-0.5488,0.01
0.608718,1.92571,-1.30995,0.0574864,0.234025,1.86835,0.249284,0.95472,-0.56191,0.01
0.609186,1.90414,-1.30727,0.0600097,0.243668,1.86267,0.255374,0.97387,-0.574997,0.01
0.609406,1.88132,-1.30397,0.0625939,0.253502,1.85685,0.261467,0.992798,-0.588054,0.01
0.609381,1.85725,-1.30006,0.065239,0.263523,1.8509,0.267561,1.01149,-0.601074,0.01
0.609114,1.83197,-1.29555,0.0679451,0.273731,1.84483,0.273654,1.02994,-0.614053,0.01
0.608608,1.8055,-1.29043,0.0707121,0.284121,1.83862,0.279742,1.04813,-0.626983,0.01
0.607865,1.77786,-1.28473,0.0735399,0.294692,1.83229,0.285825,1.06605,-0.63986,0.01
0.606889,1.74907,-1.27844,0.0764286,0.305441,1.82583,0.291899,1.08368,-0.652676,0.01
0.605682,1.71916,-1.27158,0.0793779,0.316365,1.81924,0.297962,1.10102,-0.665426,0.01
0.604247,1.68813,-1.26415,0.0823878,0.327461,1.81252,0.304012,1.11806,-0.678106,0.01
0.602587,1.65602,-1.25616,0.0854581,0.338725,1.80567,0.310046,1.13478,-0.690708,0.01
0.600704,1.62285,-1.24762,0.0885886,0.350155,1.7987,0.316063,1.15118,-0.703227,0.01
0.598602,1.58864,-1.23853,0.0917792,0.361748,1.79161,0.322059,1.16724,-0.715658,0.01
0.596283,1.55341,-1.2289,0.0950297,0.373499,1.78439,0.328034,1.18295,-0.727996,0.01
0.59375,1.51719,-1.21875,0.0983398,0.385405,1.77705,0.333984,1.1983,-0.740234,0.01
0.591006,1.47999,-1.20807,0.101709,0.397464,1.76959,0.339908,1.21329,-0.752369,0.01
0.588054,1.44183,-1.19688,0.105138,0.40967,1.762,0.345804,1.2279,-0.764394,0.01
0.584896,1.40274,-1.18518,0.108625,0.42202,1.7543,0.351669,1.24212,-0.776305,0.01
0.581536,1.36274,-1.17299,0.112171,0.434511,1.74648,0.357501,1.25595,-0.788096,0.01
0.577975,1.32186,-1.1603,0.115775,0.447138,1.73854,0.363299,1.26937,-0.799763,0.01
0.574218,1.2801,-1.14712,0.119437,0.459897,1.73048,0.36906,1.28238,-0.8113,0.01
0.570266,1.2375,-1.13347,0.123156,0.472784,1.72231,0.374782,1.29497,-0.822704,0.01
0.566124,1.19408,-1.11935,0.126933,0.485795,1.71403,0.380465,1.30713,-0.833968,0.01
0.561792,1.14986,-1.10477,0.130765,0.498925,1.70563,0.386104,1.31885,-0.845089,0.01
0.557275,1.10486,-1.08973,0.134654,0.51217,1.69713,0.3917,1.33013,-0.856062,0.01
0.552574,1.05909,-1.07425,0.138599,0.525526,1.68851,0.397249,1.34095,-0.866882,0.01
0.547694,1.0126,-1.05833,0.142599,0.538988,1.67979,0.402751,1.3513,-0.877546,0.01
0.542636,0.965383,-1.04197,0.146654,0.552551,1.67096,0.408202,1.3612,-0.888048,0.01
0.537404,0.917477,-1.02519,0.150763,0.56621,1.66203,0.413603,1.37061,-0.898384,0.01
0.532,0.8689,-1.008,0.154926,0.579961,1.653,0.41895,1.37954,-0.90855,0.01
0.526427,0.819673,-0.990397,0.159142,0.593799,1.64386,0.424242,1.38799,-0.918542,0.01
0.520688,0.769819,-0.972392,0.163411,0.607719,1.63463,0.429478,1.39593,-0.928357,0.01
0.514786,0.719358,-0.953994,0.167731,0.621716,1.62529,0.434655,1.40338,-0.937989,0.01
0.508723,0.668313,-0.935209,0.172104,0.635785,1.61587,0.439773,1.41032,-0.947435,0.01
0.502503,0.616705,-0.916046,0.176527,0.649921,1.60635,0.444829,1.41674,-0.956692,0.01
0.496128,0.564557,-0.896512,0.181,0.664118,1.59673,0.449823,1.42265,-0.965755,0.01
0.489601,0.511889,-0.876614,0.185523,0.678372,1.58703,0.454751,1.42803,-0.974621,0.01
0.482925,0.458724,-0.85636,0.190095,0.692677,1.57724,0.459614,1.43289,-0.983286,0.01
0.476102,0.405083,-0.835758,0.194715,0.707028,1.56737,0.464409,1.43721,-0.991747,0.01
0.469136,0.350988,-0.814815,0.199383,0.72142,1.55741,0.469136,1.44099,-1.0,0.01
0.462029,0.29646,-0.793538,0.204097,0.735846,1.54737,0.473792,1.44423,-1.00804,0.01
0.454784,0.241522,-0.771936,0.208858,0.750302,1.53725,0.478376,1.44692,-1.01587,0.01
0.447404,0.186196,-0.750015,0.213665,0.764783,1.52705,0.482887,1.44905,-1.02348,0.01
0.439892,0.130502,-0.727784,0.218516,0.779282,1.51678,0.487324,1.45064,-1.03087,0.01
0.43225,0.0744625,-0.70525,0.223411,0.793794,1.50643,0.491684,1.45166,-1.03803,0.01
0.424482,0.0180996,-0.68242,0.228349,0.808313,1.49602,0.495968,1.45213,-1.04497,0.01
0.416589,-0.0385653,-0.659302,0.23333,0.822834,1.48554,0.500174,1.45202,-1.05168,0.01
0.408576,-0.0955104,-0.635904,0.238352,0.837352,1.47499,0.5043,1.45135,-1.05816,0.01
0.400444,-0.152714,-0.612233,0.243416,0.851859,1.46437,0.508345,1.45011,-1.0644,0.01
0.392198,-0.210154,-0.588296,0.248519,0.866352,1.4537,0.512308,1.4483,-1.0704,0.01
0.383838,-0.26781,-0.564102,0.253662,0.880824,1.44297,0.516188,1.44591,-1.07616,0.01
0.375369,-0.325658,-0.539657,0.258843,0.895268,1.43218,0.519984,1.44294,-1.08168,0.01
0.366792,-0.383679,-0.51497,0.264061,0.90968,1.42133,0.523695,1.4394,-1.08696,0.01
0.358112,-0.441849,-0.490048,0.269316,0.924054,1.41044,0.52732,1.43527,-1.09198,0.01
0.34933,-0.500147,-0.464898,0.274607,0.938384,1.39949,0.530857,1.43056,-1.09676,0.01
0.34045,-0.558552,-0.439528,0.279933,0.952663,1.3885,0.534306,1.42526,-1.10128,0.01
0.331474,-0.617041,-0.413946,0.285293,0.966887,1.37747,0.537666,1.41939,-1.10555,0.01
0.322405,-0.675593,-0.388159,0.290686,0.981049,1.36639,0.540935,1.41292,-1.10956,0.01
0.313246,-0.734187,-0.362174,0.296111,0.995144,1.35528,0.544114,1.40587,-1.11331,0.01
0.304,-0.7928,-0.336,0.301568,1.00916,1.34413,0.5472,1.39824,-1.1168,0.01
0.294669,-0.851411,-0.309643,0.307055,1.02311,1.33294,0.550193,1.39002,-1.12003,0.01
0.285257,-0.909998,-0.283112,0.312572,1.03696,1.32173,0.553093,1.38121,-1.12299,0.01
0.275766,-0.968539,-0.256414,0.318117,1.05073,1.31048,0.555898,1.37182,-1.12569,0.01
0.266199,-1.02701,-0.229556,0.323689,1.0644,1.29922,0.558608,1.36184,-1.12812,0.01
0.256559,-1.0854,-0.202546,0.329288,1.07796,1.28792,0.561222,1.35128,-1.13028,0.01
0.246848,-1.14367,-0.175392,0.334913,1.09142,1.27661,0.563739,1.34013,-1.13217,0.01
0.23707,-1.20181,-0.148101,0.340563,1.10476,1.26528,0.566159,1.32841,-1.13379,0.01
0.227227,-1.2598,-0.12068,0.346236,1.11799,1.25394,0.56848,1.3161,-1.13513,0.01
0.217322,-1.31761,-0.093138,0.351932,1.13108,1.24258,0.570703,1.30321,-1.1362,0.01
0.207358,-1.37522,-0.0654815,0.35765,1.14405,1.23121,0.572827,1.28975,-1.13699,0.01
0.197338,-1.43262,-0.0377183,0.363388,1.15688,1.21984,0.57485,1.27571,-1.13751,0.01
0.187264,-1.48977,-0.009856,0.369147,1.16956,1.20846,0.576773,1.26109,-1.13775,0.01
0.17714,-1.54666,0.0180979,0.374923,1.1821,1.19709,0.578595,1.24591,-1.13771,0.01
0.166967,-1.60326,0.0461357,0.380718,1.19448,1.18571,0.580316,1.23016,-1.13739,0.01
0.15675,-1.65956,0.07425,0.386529,1.2067,1.17434,0.581934,1.21385,-1.13678,0.01
0.14649,-1.71553,0.102433,0.392356,1.21875,1.16298,0.583451,1.19697,-1.1359,0.01
0.136192,-1.77115,0.130678,0.398198,1.23064,1.15162,0.584864,1.17954,-1.13474,0.01
0.125856,-1.8264,0.158976,0.404053,1.24234,1.14028,0.586174,1.16155,-1.13329,0.01
0.115487,-1.88126,0.187321,0.409921,1.25387,1.12896,0.587381,1.14301,-1.13156,0.01
0.105086,-1.9357,0.215704,0.415801,1.2652,1.11765,0.588484,1.12393,-1.12954,0.01
0.094658,-1.9897,0.244118,0.421691,1.27634,1.10637,0.589483,1.1043,-1.12724,0.01
0.0842042,-2.04325,0.272556,0.42759,1.28729,1.09511,0.590377,1.08413,-1.12466,0.01
0.073728,-2.09631,0.30101,0.433498,1.29802,1.08388,0.591167,1.06344,-1.12179,0.01
0.063232,-2.14888,0.329472,0.439413,1.30855,1.07267,0.591852,1.04221,-1.11864,0.01
0.0527191,-2.20092,0.357935,0.445334,1.31887,1.0615,0.592431,1.02046,-1.1152,0.01
0.0421922,-2.25241,0.386392,0.451261,1.32896,1.05037,0.592906,0.998193,-1.11148,0.01
0.031654,-2.30334,0.414834,0.457192,1.33883,1.03927,0.593275,0.975414,-1.10747,0.01
0.0211074,-2.35368,0.443255,0.463126,1.34847,1.02822,0.593539,0.952128,-1.10318,0.01
0.0105551,-2.4034,0.471646,0.469063,1.35787,1.01721,0.593697,0.928343,-1.09861,0.01
-1.11022e-15,-2.4525,0.5,0.475,1.36703,1.00625,0.59375,0.904062,-1.09375,0.01
-0.0105551,-2.50094,0.52831,0.480937,1.37595,0.995338,0.593697,0.879295,-1.08861,0.01
-0.0211074,-2.54871,0.556568,0.486874,1.38462,0.984479,0.593539,0.854046,-1.08318,0.01
-0.031654,-2.59578,0.584766,0.492808,1.39303,0.973675,0.593275,0.828323,-1.07748,0.01
-0.0421922,-2.64213,0.612897,0.498739,1.40118,0.96293,0.592906,0.802133,-1.07149,0.01
-0.0527191,-2.68773,0.640954,0.504666,1.40907,0.952246,0.592431,0.775483,-1.06522,0.01
-0.063232,-2.73258,0.668928,0.510587,1.41669,0.941627,0.591852,0.748381,-1.05867,0.01
-0.073728,-2.77664,0.696813,0.516502,1.42404,0.931074,0.591167,0.720834,-1.05184,0.01
-0.0842042,-2.8199,0.7246,0.52241,1.4311,0.920591,0.590377,0.692851,-1.04473,0.01
-0.094658,-2.86232,0.752282,0.528309,1.43789,0.91018,0.589483,0.664439,-1.03735,0.01
-0.105086,-2.9039,0.779852,0.534199,1.44439,0.899845,0.588484,0.635607,-1.02969,0.01
-0.115487,-2.94461,0.807302,0.540079,1.4506,0.889587,0.587381,0.606364,-1.02175,0.01
-0.125856,-2.98442,0.834624,0.545947,1.45652,0.879411,0.586174,0.576718,-1.01354,0.01
-0.136192,-3.02332,0.861811,0.551802,1.46213,0.869317,0.584864,0.546678,-1.00506,0.01
-0.14649,-3.06128,0.888856,0.557644,1.46745,0.85931,0.583451,0.516254,-0.996308,0.01
-0.15675,-3.09829,0.91575,0.563471,1.47246,0.849392,0.581934,0.485456,-0.987284,0.01
-0.166967,-3.13431,0.942487,0.569282,1.47716,0.839565,0.580316,0.454292,-0.977993,0.01
-0.17714,-3.16933,0.969058,0.575077,1.48154,0.829833,0.578595,0.422773,-0.968435,0.01
-0.187264,-3.20333,0.995456,0.580853,1.48561,0.820198,0.576773,0.390909,-0.958612,0.01
-0.197338,-3.23629,1.02167,0.586612,1.48936,0.810662,0.57485,0.35871,-0.948527,0.01
-0.207358,-3.26818,1.0477,0.59235,1.49278,0.801228,0.572827,0.326186,-0.93818,0.01
-0.217322,-3.29898,1.07354,0.598068,1.49588,0.791899,0.570703,0.29335,-0.927573,0.01
-0.227227,-3.32866,1.09917,0.603764,1.49865,0.782677,0.56848,0.260211,-0.91671,0.01
-0.23707,-3.35722,1.12459,0.609437,1.50109,0.773566,0.566159,0.22678,-0.905591,0.01
-0.246848,-3.38462,1.14979,0.615087,1.50319,0.764566,0.563739,0.19307,-0.894218,0.01
-0.256559,-3.41085,1.17477,0.620712,1.50495,0.755682,0.561222,0.159092,-0.882595,0.01
-0.266199,-3.43588,1.19951,0.626311,1.50637,0.746915,0.558608,0.124857,-0.870724,0.01
-0.275766,-3.4597,1.22401,0.631883,1.50744,0.738268,0.555898,0.0903781,-0.858606,0.01
-0.285257,-3.48227,1.24827,0.637428,1.50817,0.729744,0.553093,0.0556672,-0.846244,0.01
-0.294669,-3.50358,1.27227,0.642945,1.50856,0.721344,0.550193,0.020737,-0.833642,0.01
-0.304,-3.5236,1.296,0.648432,1.50859,0.713072,0.5472,-0.0144,-0.8208,0.01
-0.313246,-3.54232,1.31946,0.653889,1.50827,0.704929,0.544114,-0.0497307,-0.807722,0.01
-0.322405,-3.55971,1.34265,0.659314,1.50759,0.696918,0.540935,-0.085242,-0.794412,0.01
-0.331474,-3.57575,1.36555,0.664707,1.50656,0.689042,0.537666,-0.12092,-0.78087,0.01
-0.34045,-3.59042,1.38815,0.670067,1.50517,0.681302,0.534306,-0.156752,-0.767102,0.01
-0.34933,-3.6037,1.41045,0.675393,1.50343,0.6737,0.530857,-0.192724,-0.753108,0.01
