acc_x,acc_y,acc_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dt
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.01
0.0214505,0.0956956,-0.0494568,3.59308e-07,1.60569e-06,2.0,0.000107612,0.000480631,-0.000248188,0.01
0.0424705,0.188819,-0.0978323,2.86008e-06,1.27595e-05,1.99999,0.000427575,0.00190534,-0.000985532,0.01
0.063063,0.279392,-0.145134,9.60433e-06,4.2774e-05,1.99998,0.000955597,0.00424851,-0.00220125,0.01
0.0832308,0.367436,-0.191369,2.26514e-05,0.000100707,1.99995,0.00168742,0.00748475,-0.00388466,0.01
0.102977,0.452973,-0.236546,4.40179e-05,0.000195362,1.9999,0.00261881,0.0115889,-0.00602512,0.01
0.122304,0.536025,-0.280672,7.56787e-05,0.000335294,1.99983,0.00374556,0.0165359,-0.00861208,0.01
0.141215,0.616612,-0.323754,0.000119566,0.000528808,1.99972,0.0050635,0.0223012,-0.0116351,0.01
0.159713,0.694758,-0.3658,0.000177572,0.000783963,1.99959,0.00656849,0.02886,-0.0150837,0.01
0.177801,0.770483,-0.406818,0.000251546,0.00110857,1.99942,0.0082564,0.0361883,-0.0189477,0.01
0.195481,0.843809,-0.446815,0.000343296,0.00151021,1.99921,0.0101231,0.0442617,-0.0232167,0.01
0.212758,0.914757,-0.485798,0.000454591,0.00199621,1.99896,0.0121647,0.0530565,-0.0278806,0.01
0.229632,0.98335,-0.523776,0.000587159,0.00257367,1.99865,0.014377,0.062549,-0.0329293,0.01
0.246108,1.04961,-0.560755,0.000742686,0.00324944,1.9983,0.016756,0.0727157,-0.0383528,0.01
0.262188,1.11356,-0.596744,0.000922821,0.00403015,1.99788,0.0192978,0.0835335,-0.0441411,0.01
0.277875,1.17521,-0.63175,0.00112917,0.0049222,1.99741,0.0219984,0.0949792,-0.0502844,0.01
0.293172,1.2346,-0.66578,0.00136331,0.00593175,1.99688,0.024854,0.10703,-0.0567728,0.01
0.308082,1.29174,-0.698842,0.00162676,0.00706475,1.99628,0.0278606,0.119664,-0.0635968,0.01
0.322608,1.34665,-0.730944,0.00192101,0.0083269,1.9956,0.0310144,0.132858,-0.0707465,0.01
0.336752,1.39936,-0.762093,0.00224752,0.00972369,1.99486,0.0343115,0.146589,-0.0782125,0.01
0.350519,1.44989,-0.792296,0.0026077,0.0112604,1.99404,0.0377481,0.160838,-0.0859852,0.01
0.363909,1.49826,-0.821562,0.00300294,0.0129421,1.99314,0.0413206,0.17558,-0.0940553,0.01
0.376927,1.54449,-0.849897,0.00343456,0.0147736,1.99216,0.0450251,0.190796,-0.102413,0.01
0.389575,1.5886,-0.87731,0.00390387,0.0167595,1.99109,0.0488579,0.206463,-0.11105,0.01
0.401856,1.63061,-0.903808,0.00441213,0.0189043,1.98994,0.0528154,0.222561,-0.119956,0.01
0.413773,1.67055,-0.929398,0.00496058,0.0212121,1.98869,0.0568938,0.239068,-0.129123,0.01
0.425329,1.70844,-0.954088,0.0055504,0.0236869,1.98735,0.0610896,0.255965,-0.138541,0.01
0.436527,1.7443,-0.977886,0.00618275,0.0263326,1.98592,0.0653992,0.27323,-0.148202,0.01
0.447369,1.77814,-1.0008,0.00685875,0.0291527,1.98439,0.069819,0.290844,-0.158096,0.01
0.45786,1.81001,-1.02283,0.00757948,0.0321506,1.98276,0.0743454,0.308786,-0.168215,0.01
0.468,1.8399,-1.044,0.008346,0.0353295,1.98102,0.078975,0.327038,-0.17855,0.01
0.477794,1.86785,-1.0643,0.00915931,0.0386923,1.97918,0.0837043,0.345578,-0.189092,0.01
