acc_x,acc_y,acc_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dt
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.01
0.0214505,0.0967956,-0.0472568,3.59308e-07,1.62412e-06,2.0,0.000107612,0.000486149,-0.000237151,0.01
0.0424705,0.190997,-0.0934763,2.86008e-06,1.29062e-05,1.99999,0.000427575,0.00192727,-0.000941678,0.01
0.063063,0.282626,-0.138666,9.60433e-06,4.32665e-05,1.99998,0.000955597,0.00429752,-0.00210324,0.01
0.0832308,0.371705,-0.182833,2.26514e-05,0.000101868,1.99995,0.00168742,0.00757129,-0.00371159,0.01
0.102977,0.458254,-0.225985,4.40179e-05,0.000197619,1.9999,0.00261881,0.0117232,-0.00575652,0.01
0.122304,0.542297,-0.268128,7.56787e-05,0.000339175,1.99983,0.00374556,0.016728,-0.00822792,0.01
0.141215,0.623854,-0.309271,0.000119566,0.000534939,1.99974,0.0050635,0.0225608,-0.0111157,0.01
0.159713,0.702948,-0.349419,0.000177572,0.000793069,1.99961,0.00656849,0.0291969,-0.01441,0.01
0.177801,0.779601,-0.388582,0.000251546,0.00112147,1.99945,0.0082564,0.0366117,-0.0181008,0.01
0.195481,0.853833,-0.426765,0.000343296,0.00152782,1.99925,0.0101231,0.0447808,-0.0221784,0.01
0.212758,0.925668,-0.463977,0.000454591,0.00201952,1.999,0.0121647,0.0536803,-0.0266329,0.01
0.229632,0.995126,-0.500224,0.000587159,0.00260378,1.99871,0.014377,0.0632863,-0.0314547,0.01
0.246108,1.06223,-0.535514,0.000742686,0.00328753,1.99837,0.016756,0.073575,-0.0366342,0.01
0.262188,1.127,-0.569853,0.000922821,0.00407748,1.99798,0.0192978,0.0845231,-0.0421618,0.01
0.277875,1.18946,-0.60325,0.00112917,0.00498011,1.99753,0.0219984,0.0961073,-0.0480281,0.01
0.293172,1.24963,-0.635711,0.00136331,0.00600167,1.99702,0.024854,0.108305,-0.0542237,0.01
0.308082,1.30754,-0.667244,0.00162676,0.00714817,1.99644,0.0278606,0.121092,-0.0607393,0.01
0.322608,1.3632,-0.697856,0.00192101,0.00842541,1.9958,0.0310144,0.134448,-0.0675655,0.01
0.336752,1.41663,-0.727554,0.00224752,0.00983895,1.99509,0.0343115,0.148349,-0.0746933,0.01
0.350519,1.46787,-0.756346,0.0026077,0.0113941,1.99431,0.0377481,0.162773,-0.0821136,0.01
0.363909,1.51692,-0.784238,0.00300294,0.0130961,1.99345,0.0413206,0.177699,-0.0898172,0.01
0.376927,1.56382,-0.811238,0.00343456,0.0149497,1.99251,0.0450251,0.193105,-0.0977954,0.01
0.389575,1.60857,-0.837354,0.00390387,0.0169597,1.99149,0.0488579,0.208968,-0.106039,0.01
0.401856,1.65122,-0.862592,0.00441213,0.0191305,1.99039,0.0528154,0.225269,-0.11454,0.01
0.413773,1.69177,-0.88696,0.00496058,0.0214665,1.9892,0.0568938,0.241986,-0.123288,0.01
0.425329,1.73025,-0.910465,0.0055504,0.0239716,1.98792,0.0610896,0.259098,-0.132276,0.01
0.436527,1.76668,-0.933114,0.00618275,0.0266497,1.98655,0.0653992,0.276584,-0.141494,0.01
0.447369,1.80109,-0.954915,0.00685875,0.0295044,1.98509,0.069819,0.294424,-0.150935,0.01
0.45786,1.83349,-0.975874,0.00757948,0.0325393,1.98353,0.0743454,0.312599,-0.16059,0.01
0.468,1.8639,-0.996,0.008346,0.0357575,1.98188,0.078975,0.331088,-0.17045,0.01
0.477794,1.89235,-1.0153,0.00915931,0.039162,1.98012,0.0837043,0.34987,-0.180507,0.01
0.487244,1.91887,-1.03378,0.0100204,0.0427558,1.97827,0.0885297,0.368928,-0.190753,0.01
0.496353,1.94346,-1.05145,0.0109302,0.0465414,1.97631,0.093448,0.388241,-0.20118,0.01
0.505124,1.96616,-1.06831,0.0118897,0.0505214,1.97424,0.0984557,0.407791,-0.211779,0.01
0.51356,1.98698,-1.08437,0.0128996,0.054698,1.97207,0.103549,0.427558,-0.222544,0.01
0.521664,2.00595,-1.09965,0.0139609,0.0590732,1.96979,0.108726,0.447524,-0.233464,0.01
0.529438,2.02309,-1.11414,0.0150744,0.063649,1.9674,0.113982,0.467671,-0.244534,0.01
0.536887,2.03842,-1.12786,0.0162408,0.0684272,1.9649,0.119313,0.48798,-0.255745,0.01
0.544011,2.05196,-1.1408,0.0174609,0.0734091,1.96229,0.124718,0.508433,-0.267088,0.01
0.550815,2.06373,-1.15299,0.0187354,0.0785963,1.95956,0.130193,0.529013,-0.278558,0.01
0.557301,2.07376,-1.16442,0.020065,0.0839898,1.95671,0.135733,0.549702,-0.290146,0.01
0.563472,2.08207,-1.1751,0.0214503,0.0895906,1.95376,0.141338,0.570483,-0.301844,0.01
0.569331,2.08868,-1.18505,0.0228919,0.0953997,1.95068,0.147002,0.591338,-0.313645,0.01
0.574881,2.09361,-1.19426,0.0243905,0.101418,1.94748,0.152723,0.612251,-0.325542,0.01
0.580125,2.09689,-1.20275,0.0259466,0.107645,1.94417,0.158498,0.633205,-0.337528,0.01
0.585065,2.09853,-1.21052,0.0275607,0.114082,1.94073,0.164325,0.654183,-0.349595,0.01
0.589706,2.09855,-1.21758,0.0292332,0.120729,1.93717,0.170199,0.67517,-0.361736,0.01
0.594048,2.09699,-1.22394,0.0309648,0.127585,1.9335,0.176118,0.696149,-0.373944,0.01
0.598096,2.09385,-1.2296,0.0327557,0.134651,1.9297,0.182079,0.717104,-0.386213,0.01
0.601852,2.08917,-1.23457,0.0346065,0.141927,1.92577,0.188079,0.738021,-0.398534,0.01
0.605319,2.08296,-1.23886,0.0365174,0.149412,1.92172,0.194115,0.758883,-0.410902,0.01
0.6085,2.07524,-1.24247,0.0384889,0.157105,1.91755,0.200184,0.779675,-0.423309,0.01
0.611398,2.06605,-1.24542,0.0405212,0.165005,1.91326,0.206284,0.800383,-0.435749,0.01
0.614016,2.05539,-1.24771,0.0426147,0.173112,1.90884,0.212411,0.820991,-0.448215,0.01
0.616356,2.0433,-1.24935,0.0447695,0.181424,1.90429,0.218563,0.841486,-0.460701,0.01
0.618423,2.02978,-1.25034,0.046986,0.189941,1.89962,0.224737,0.861852,-0.4732,0.01
0.620217,2.01488,-1.25069,0.0492643,0.198661,1.89483,0.230931,0.882077,-0.485706,0.01
0.621743,1.99859,-1.25042,0.0516047,0.207582,1.88991,0.237141,0.902145,-0.498212,0.01
0.623003,1.98096,-1.24952,0.0540072,0.216703,1.88487,0.243365,0.922044,-0.510712,0.01
0.624,1.962,-1.248,0.056472,0.226022,1.8797,0.2496,0.94176,-0.5232,0.01
0.624737,1.94173,-1.24587,0.0589992,0.235538,1.8744,0.255844,0.96128,-0.53567,0.01
0.625217,1.92017,-1.24315,0.0615889,0.245247,1.86898,0.262094,0.98059,-0.548115,0.01
0.625443,1.89735,-1.23983,0.0642411,0.255149,1.86344,0.268347,0.999679,-0.560531,0.01
0.625417,1.87329,-1.23592,0.0669558,0.26524,1.85777,0.274602,1.01853,-0.57291,0.01
0.625144,1.848,-1.23143,0.0697331,0.275519,1.85198,0.280855,1.03714,-0.585247,0.01
0.624624,1.82152,-1.22637,0.0725729,0.285982,1.84607,0.287104,1.05549,-0.597537,0.01
0.623862,1.79386,-1.22074,0.0754752,0.296628,1.84003,0.293347,1.07357,-0.609773,0.01
0.62286,1.76504,-1.21456,0.0784398,0.307452,1.83387,0.29958,1.09136,-0.62195,0.01
0.621621,1.73509,-1.20782,0.0814668,0.318454,1.82759,0.305803,1.10886,-0.634062,0.01
0.620148,1.70403,-1.20054,0.0845559,0.329629,1.82119,0.312012,1.12606,-0.646104,0.01
0.618444,1.67188,-1.19273,0.087707,0.340974,1.81467,0.318205,1.14294,-0.658071,0.01
0.616512,1.63866,-1.18438,0.0909199,0.352486,1.80803,0.32438,1.15949,-0.669957,0.01
0.614354,1.6044,-1.17552,0.0941945,0.364163,1.80127,0.330535,1.17571,-0.681757,0.01
0.611975,1.56911,-1.16614,0.0975305,0.376,1.7944,0.336667,1.19158,-0.693466,0.01
0.609375,1.53281,-1.15625,0.100928,0.387993,1.7874,0.342773,1.20709,-0.705078,0.01
0.606559,1.49554,-1.14586,0.104386,0.40014,1.78029,0.348853,1.22223,-0.716589,0.01
0.603529,1.4573,-1.13498,0.107905,0.412437,1.77307,0.354904,1.237,-0.727994,0.01
0.600288,1.41813,-1.12362,0.111484,0.424879,1.76573,0.360923,1.25138,-0.739287,0.01
0.596839,1.37805,-1.11177,0.115123,0.437463,1.75829,0.366909,1.26536,-0.750464,0.01
0.593185,1.33707,-1.09946,0.118822,0.450185,1.75073,0.372859,1.27893,-0.761521,0.01
0.589329,1.29521,-1.08668,0.12258,0.46304,1.74306,0.378772,1.2921,-0.772452,0.01
0.585273,1.25251,-1.07344,0.126397,0.476025,1.73528,0.384645,1.30483,-0.783253,0.01
0.581022,1.20898,-1.05976,0.130273,0.489135,1.72739,0.390477,1.31714,-0.793919,0.01
0.576576,1.16464,-1.04563,0.134207,0.502366,1.7194,0.396265,1.32901,-0.804447,0.01
0.57194,1.11952,-1.03107,0.138198,0.515714,1.7113,0.402008,1.34043,-0.814831,0.01
0.567116,1.07364,-1.01608,0.142247,0.529174,1.7031,0.407703,1.3514,-0.825067,0.01
0.562107,1.02701,-1.00067,0.146352,0.54274,1.6948,0.413349,1.3619,-0.835151,0.01
0.556916,0.979663,-0.984853,0.150513,0.55641,1.6864,0.418945,1.37194,-0.845079,0.01
0.551546,0.931619,-0.968625,0.154731,0.570178,1.6779,0.424487,1.38149,-0.854847,0.01
0.546,0.8829,-0.952,0.159003,0.584038,1.6693,0.429975,1.39057,-0.86445,0.01
0.54028,0.833527,-0.934983,0.16333,0.597987,1.66061,0.435407,1.39915,-0.873885,0.01
0.534391,0.783521,-0.917583,0.167711,0.61202,1.65183,0.44078,1.40724,-0.883148,0.01
0.528333,0.732905,-0.899806,0.172145,0.62613,1.64295,0.446094,1.41482,-0.892236,0.01
0.522111,0.681701,-0.88166,0.176633,0.640314,1.63398,0.451346,1.42189,-0.901143,0.01
0.515727,0.629929,-0.863151,0.181172,0.654567,1.62493,0.456535,1.42845,-0.909868,0.01
0.509184,0.577613,-0.844288,0.185763,0.668882,1.61579,0.46166,1.43449,-0.918405,0.01
0.502485,0.524773,-0.825077,0.190405,0.683255,1.60656,0.466719,1.44,-0.926752,0.01
0.495633,0.471432,-0.805526,0.195097,0.69768,1.59725,0.471709,1.44498,-0.934906,0.01
0.488631,0.417612,-0.785642,0.199839,0.712152,1.58786,0.476631,1.44943,-0.942862,0.01
0.481481,0.363333,-0.765432,0.20463,0.726667,1.5784,0.481481,1.45333,-0.950617,0.01
0.474188,0.308619,-0.744904,0.209468,0.741217,1.56885,0.48626,1.45669,-0.958169,0.01
0.466752,0.25349,-0.724064,0.214355,0.755799,1.55923,0.490965,1.4595,-0.965514,0.01
0.459178,0.197969,-0.70292,0.219287,0.770405,1.54954,0.495595,1.46176,-0.972649,0.01
0.451468,0.142078,-0.68148,0.224266,0.785032,1.53978,0.500148,1.46346,-0.979572,0.01
0.443625,0.0858375,-0.65975,0.22929,0.799673,1.52995,0.504623,1.4646,-0.986278,0.01
0.435652,0.0292701,-0.637738,0.234358,0.814322,1.52006,0.50902,1.46518,-0.992766,0.01
0.427552,-0.0276024,-0.615451,0.23947,0.828975,1.5101,0.513336,1.46519,-0.999032,0.01
0.419328,-0.0847584,-0.592896,0.244625,0.843624,1.50008,0.517571,1.46463,-1.00507,0.01
0.410982,-0.142176,-0.570081,0.249821,0.858265,1.49,0.521722,1.46349,-1.01089,0.01
0.402519,-0.199833,-0.547012,0.255059,0.872892,1.47986,0.52579,1.46178,-1.01647,0.01
0.393939,-0.257709,-0.523698,0.260337,0.887499,1.46967,0.529772,1.45949,-1.02183,0.01
0.385247,-0.31578,-0.500145,0.265654,0.90208,1.45942,0.533668,1.45663,-1.02695,0.01
0.376445,-0.374026,-0.476361,0.27101,0.916629,1.44913,0.537477,1.45318,-1.03183,0.01
0.367536,-0.432425,-0.452352,0.276403,0.931142,1.43879,0.541197,1.44914,-1.03647,0.01
0.358523,-0.490954,-0.428127,0.281834,0.94561,1.4284,0.544827,1.44453,-1.04088,0.01
0.349409,-0.549593,-0.403691,0.2873,0.96003,1.41797,0.548367,1.43933,-1.04504,0.01
0.340197,-0.608318,-0.379054,0.292801,0.974395,1.4075,0.551815,1.43354,-1.04895,0.01
0.330889,-0.667109,-0.354221,0.298336,0.988699,1.39699,0.555171,1.42716,-1.05262,0.01
0.32149,-0.725944,-0.329201,0.303904,1.00294,1.38645,0.558432,1.42019,-1.05603,0.01
0.312,-0.7848,-0.304,0.309504,1.0171,1.37587,0.5616,1.41264,-1.0592,0.01
0.302424,-0.843656,-0.278626,0.315135,1.03119,1.36527,0.564672,1.4045,-1.06211,0.01
0.292764,-0.902491,-0.253085,0.320797,1.04519,1.35463,0.567648,1.39577,-1.06477,0.01
0.283023,-0.961282,-0.227386,0.326488,1.0591,1.34397,0.570527,1.38645,-1.06717,0.01
0.273204,-1.02001,-0.201535,0.332207,1.07292,1.33329,0.573308,1.37654,-1.06932,0.01
0.26331,-1.07865,-0.17554,0.337954,1.08663,1.32259,0.575991,1.36605,-1.0712,0.01
0.253344,-1.13718,-0.149408,0.343727,1.10023,1.31186,0.578574,1.35497,-1.07283,0.01
0.243308,-1.19557,-0.123146,0.349525,1.11373,1.30113,0.581058,1.34331,-1.07419,0.01
0.233207,-1.25382,-0.0967617,0.355348,1.1271,1.29038,0.58344,1.33106,-1.07529,0.01
0.223041,-1.31189,-0.070262,0.361194,1.14035,1.27962,0.585722,1.31823,-1.07613,0.01
0.212815,-1.36977,-0.0436543,0.367062,1.15346,1.26886,0.587901,1.30482,-1.0767,0.01
0.202531,-1.42742,-0.0169459,0.372951,1.16644,1.25809,0.589978,1.29083,-1.077,0.01
0.192192,-1.48484,0.009856,0.378861,1.17928,1.24732,0.591951,1.27627,-1.07704,0.01
0.181801,-1.542,0.0367441,0.38479,1.19196,1.23655,0.593821,1.26114,-1.0768,0.01
0.171361,-1.59887,0.0637112,0.390737,1.2045,1.22579,0.595587,1.24543,-1.0763,0.01
0.160875,-1.65544,0.09075,0.396701,1.21687,1.21503,0.597248,1.22916,-1.07553,0.01
0.150345,-1.71168,0.117853,0.402682,1.22908,1.20428,0.598805,1.21233,-1.07449,0.01
0.139776,-1.76757,0.145014,0.408677,1.24112,1.19354,0.600255,1.19493,-1.07317,0.01
0.129168,-1.82309,0.172224,0.414686,1.25298,1.18281,0.6016,1.17698,-1.07158,0.01
0.118526,-1.87822,0.199477,0.420709,1.26465,1.17211,0.602838,1.15847,-1.06973,0.01
0.107852,-1.93293,0.226765,0.426743,1.27614,1.16142,0.60397,1.13941,-1.0676,0.01
0.097149,-1.98721,0.254082,0.432788,1.28744,1.15076,0.604995,1.11981,-1.06519,0.01
0.0864201,-2.04103,0.281419,0.438842,1.29854,1.14012,0.605913,1.09967,-1.06251,0.01
0.0756682,-2.09437,0.308771,0.444906,1.30943,1.12951,0.606724,1.07899,-1.05956,0.01
0.064896,-2.14721,0.336128,0.450976,1.32012,1.11893,0.607427,1.05778,-1.05634,0.01
0.0541065,-2.19953,0.363485,0.457054,1.33059,1.10838,0.608022,1.03605,-1.05284,0.01
0.0433025,-2.2513,0.390833,0.463137,1.34083,1.09787,0.608509,1.0138,-1.04907,0.01
0.032487,-2.30251,0.418166,0.469224,1.35086,1.0874,0.608888,0.991027,-1.04502,0.01
0.0216628,-2.35312,0.445476,0.475314,1.36065,1.07697,0.609158,0.967748,-1.04071,0.01
0.0108329,-2.40313,0.472757,0.481406,1.37021,1.06659,0.609321,0.943966,-1.03611,0.01
-1.11022e-15,-2.4525,0.5,0.4875,1.37953,1.05625,0.609375,0.919688,-1.03125,0.01
-0.0108329,-2.50122,0.527199,0.493594,1.3886,1.04596,0.609321,0.894918,-1.02611,0.01
-0.0216628,-2.54926,0.554346,0.499686,1.39743,1.03573,0.609158,0.869665,-1.02071,0.01
-0.032487,-2.59661,0.581434,0.505776,1.406,1.02555,0.608888,0.843935,-1.01503,0.01
-0.0433025,-2.64324,0.608456,0.511863,1.41431,1.01543,0.608509,0.817736,-1.00908,0.01
-0.0541065,-2.68912,0.635404,0.517946,1.42235,1.00537,0.608022,0.791073,-1.00286,0.01
-0.064896,-2.73424,0.662272,0.524024,1.43013,0.995373,0.607427,0.763956,-0.99637,0.01
-0.0756682,-2.77858,0.689052,0.530094,1.43763,0.985443,0.606724,0.736391,-0.989613,0.01
-0.0864201,-2.82211,0.715736,0.536158,1.44485,0.975581,0.605913,0.708387,-0.982589,0.01
-0.097149,-2.86481,0.742318,0.542212,1.45179,0.965792,0.604995,0.679951,-0.975299,0.01
-0.107852,-2.90667,0.76879,0.548257,1.45845,0.956076,0.60397,0.651093,-0.967743,0.01
-0.118526,-2.94765,0.795145,0.554291,1.46481,0.946438,0.602838,0.621821,-0.959923,0.01
-0.129168,-2.98773,0.821376,0.560314,1.47088,0.936879,0.6016,0.592143,-0.951841,0.01
-0.139776,-3.0269,0.847475,0.566323,1.47666,0.927402,0.600255,0.562069,-0.943496,0.01
-0.150345,-3.06514,0.873436,0.572318,1.48212,0.91801,0.598805,0.531608,-0.934892,0.01
-0.160875,-3.10241,0.89925,0.578299,1.48729,0.908705,0.597248,0.50077,-0.926028,0.01
-0.171361,-3.13871,0.924911,0.584263,1.49214,0.89949,0.595587,0.469563,-0.916907,0.01
-0.181801,-3.174,0.950411,0.59021,1.49668,0.890367,0.593821,0.437999,-0.90753,0.01
-0.192192,-3.20826,0.975744,0.596139,1.5009,0.88134,0.591951,0.406087,-0.8979,0.01
-0.202531,-3.24148,1.0009,0.602049,1.5048,0.87241,0.589978,0.373837,-0.888016,0.01
-0.212815,-3.27363,1.02588,0.607938,1.50837,0.863581,0.587901,0.341261,-0.877882,0.01
-0.223041,-3.30469,1.05066,0.613806,1.51162,0.854854,0.585722,0.308368,-0.867499,0.01
-0.233207,-3.33464,1.07525,0.619652,1.51454,0.846231,0.58344,0.275171,-0.85687,0.01
-0.243308,-3.36346,1.09963,0.625475,1.51712,0.837717,0.581058,0.241679,-0.845995,0.01
-0.253344,-3.39112,1.12381,0.631273,1.51937,0.829312,0.578574,0.207905,-0.834878,0.01
-0.26331,-3.4176,1.14776,0.637046,1.52128,0.82102,0.575991,0.173861,-0.823519,0.01
-0.273204,-3.44289,1.17149,0.642793,1.52285,0.812843,0.573308,0.139557,-0.811923,0.01
