acc_x,acc_y,acc_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dt
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.01
0.0209005,0.0973456,-0.0483568,3.50095e-07,1.63333e-06,2.0,0.000104853,0.000488908,-0.00024267,0.01
0.0413815,0.192086,-0.0956543,2.78674e-06,1.29795e-05,1.99999,0.000416611,0.00193823,-0.000963605,0.01
0.061446,0.284243,-0.1419,9.35807e-06,4.35128e-05,1.99998,0.000931095,0.00432202,-0.00215225,0.01
0.0810967,0.373839,-0.187101,2.20706e-05,0.000102449,1.99995,0.00164415,0.00761455,-0.00379812,0.01
0.100336,0.460895,-0.231265,4.28893e-05,0.000198748,1.9999,0.00255166,0.0117903,-0.00589082,0.01
0.119168,0.545433,-0.2744,7.37382e-05,0.000341115,1.99983,0.00364952,0.0168241,-0.00842,0.01
0.137594,0.627475,-0.316512,0.000116501,0.000538005,1.99973,0.00493367,0.0226907,-0.0113754,0.01
0.155618,0.707043,-0.35761,0.000173019,0.000797622,1.9996,0.00640006,0.0293653,-0.0147469,0.01
0.173242,0.78416,-0.3977,0.000245096,0.00112792,1.99943,0.0080447,0.0368234,-0.0185242,0.01
0.190469,0.858846,-0.43679,0.000334494,0.00153662,1.99923,0.00986358,0.0450404,-0.0226975,0.01
0.207302,0.931123,-0.474888,0.000442935,0.00203118,1.99898,0.0118528,0.0539922,-0.0272567,0.01
0.223744,1.00101,-0.512,0.000572104,0.00261883,1.99868,0.0140083,0.0636549,-0.032192,0.01
0.239797,1.06854,-0.548135,0.000723643,0.00330657,1.99833,0.0163263,0.0740046,-0.0374935,0.01
0.255465,1.13372,-0.583299,0.000899159,0.00410114,1.99793,0.018803,0.0850179,-0.0431515,0.01
0.27075,1.19659,-0.6175,0.00110022,0.00500906,1.99747,0.0214344,0.0966714,-0.0491562,0.01
0.285655,1.25715,-0.650746,0.00132835,0.00603662,1.99695,0.0242167,0.108942,-0.0554983,0.01
0.300183,1.31544,-0.683043,0.00158504,0.00718988,1.99636,0.0271462,0.121807,-0.062168,0.01
0.314336,1.37147,-0.7144,0.00187175,0.00847467,1.9957,0.0302191,0.135243,-0.069156,0.01
0.328118,1.42527,-0.744823,0.00218989,0.00989658,1.99498,0.0334317,0.149229,-0.0764529,0.01
0.341531,1.47685,-0.774321,0.00254084,0.011461,1.99417,0.0367802,0.163741,-0.0840494,0.01
0.354578,1.52625,-0.8029,0.00292594,0.0131731,1.99329,0.0402611,0.178759,-0.0919363,0.01
0.367262,1.57348,-0.830568,0.00334649,0.0150378,1.99233,0.0438706,0.194259,-0.100104,0.01
0.379586,1.61856,-0.857332,0.00380377,0.0170598,1.99129,0.0476051,0.210221,-0.108545,0.01
0.391552,1.66152,-0.8832,0.004299,0.0192437,1.99016,0.0514611,0.226623,-0.117248,0.01
0.403164,1.70238,-0.908179,0.00483338,0.0215937,1.98894,0.055435,0.243444,-0.126206,0.01
0.414423,1.74116,-0.932277,0.00540808,0.0241139,1.98764,0.0595232,0.260664,-0.135409,0.01
0.425334,1.77788,-0.9555,0.00602422,0.0268082,1.98624,0.0637223,0.278261,-0.144848,0.01
