acc_x,acc_y,acc_z,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,dt
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.01
0.0220005,0.0973456,-0.0489068,3.68521e-07,1.63333e-06,2.0,0.000110372,0.000488908,-0.000245429,0.01
0.0435595,0.192086,-0.0967433,2.93341e-06,1.29795e-05,1.99999,0.000438538,0.00193823,-0.000974568,0.01
0.06468,0.284243,-0.143517,9.8506e-06,4.35128e-05,1.99998,0.0009801,0.00432202,-0.00217675,0.01
0.0853649,0.373839,-0.189235,2.32322e-05,0.000102449,1.99995,0.00173069,0.00761455,-0.00384139,0.01
0.105617,0.460895,-0.233906,4.51466e-05,0.000198748,1.9999,0.00268596,0.0117903,-0.00595797,0.01
0.12544,0.545433,-0.277536,7.76192e-05,0.000341115,1.99983,0.0038416,0.0168241,-0.00851604,0.01
0.144836,0.627475,-0.320133,0.000122632,0.000538005,1.99973,0.00519333,0.0226907,-0.0115052,0.01
0.163808,0.707043,-0.361705,0.000182125,0.000797622,1.9996,0.00673691,0.0293653,-0.0149153,0.01
0.18236,0.78416,-0.402259,0.000257996,0.00112792,1.99943,0.0084681,0.0368234,-0.018736,0.01
0.200494,0.858846,-0.441802,0.000352099,0.00153662,1.99922,0.0103827,0.0450404,-0.0229571,0.01
0.218213,0.931123,-0.480343,0.000466248,0.00203118,1.99897,0.0124766,0.0539922,-0.0275687,0.01
0.23552,1.00101,-0.517888,0.000602214,0.00261883,1.99867,0.0147456,0.0636549,-0.0325606,0.01
0.252418,1.06854,-0.554445,0.00076173,0.00330657,1.99832,0.0171856,0.0740046,-0.0379231,0.01
0.268911,1.13372,-0.590022,0.000946484,0.00410114,1.99791,0.0197926,0.0850179,-0.0436463,0.01
0.285,1.19659,-0.624625,0.00115812,0.00500906,1.99744,0.0225625,0.0966714,-0.0497203,0.01
0.300689,1.25715,-0.658263,0.00139826,0.00603662,1.99691,0.0254913,0.108942,-0.0561356,0.01
0.315982,1.31544,-0.690943,0.00166847,0.00718988,1.99632,0.028575,0.121807,-0.0628824,0.01
0.33088,1.37147,-0.722672,0.00197027,0.00847467,1.99565,0.0318096,0.135243,-0.0699512,0.01
0.345387,1.42527,-0.753458,0.00230515,0.00989658,1.99492,0.0351913,0.149229,-0.0773327,0.01
0.359506,1.47685,-0.783309,0.00267457,0.011461,1.99411,0.038716,0.163741,-0.0850173,0.01
0.37324,1.52625,-0.812231,0.00307993,0.0131731,1.99322,0.0423801,0.178759,-0.0929958,0.01
0.386592,1.57348,-0.840233,0.00352262,0.0150378,1.99225,0.0461796,0.194259,-0.101259,0.01
0.399564,1.61856,-0.867321,0.00400396,0.0170598,1.99119,0.0501107,0.210221,-0.109797,0.01
0.41216,1.66152,-0.893504,0.00452526,0.0192437,1.99005,0.0541696,0.226623,-0.118602,0.01
