12t/telemetry100/attitudeYPR[0],12t/telemetry100/attitudeYPR[1],12t/telemetry100/attitudeYPR[2],12t/telemetry100/esc_rpm[0],12t/telemetry100/esc_rpm[1],12t/telemetry100/esc_rpm[2],12t/telemetry100/esc_rpm[3],12t/telemetry100/motorForces[0],12t/telemetry100/motorForces[1],12t/telemetry100/motorForces[2],12t/telemetry100/motorForces[3],12t/telemetry100/position[0],12t/telemetry100/position[1],12t/telemetry100/position[2],energy
0.4742086939992389,-0.909228227676885,-2.1338344198966204,1.4060581997718875,1.723765652223181,-0.5728547423758068,-2.423675478856328,0.7373498474617215,2.12642626778848,-1.9895670564325287,-2.049398478999564,1.3899657741088394,0.009820935050615,0.4167098062215125,-1.0205414223028355
-0.0028704207010161,-0.3652659975009824,-1.2280679520082247,-0.2019011312580765,0.6210396228761269,-0.8910505518388352,-0.3578099630877472,-0.4059418279260284,0.8491667118452557,-1.020926224992004,-0.2004820149288745,1.183481640982757,-1.283721891747211,0.4713862759244425,-1.669428348267601
-0.4822355808202841,0.3069964368115627,0.7631304464760204,-1.133449525987613,-0.99697894354899,0.8035271311154322,0.3540424917433543,-1.2119965786976308,-0.6384733976309155,0.0291586242523476,0.2231508152079833,-0.8116299684560375,0.7045013414386591,0.0977637352437323,-1.5342927928717536
-0.439050819543027,0.4982486266429157,0.5510887048033036,-0.6291080383951888,-0.4816864064709272,0.2707341478285009,0.9912251086551094,-1.449816840887762,-0.2312622248065596,-0.2021423843178414,1.2457979931495538,-0.8131327641785929,0.4769336220911112,-1.3055989771779428,0.5769254178227199
0.3675385531125139,1.0331443377727685,0.386104505608682,-0.4570385896871852,-0.99697894354899,0.1671355121893754,1.0609169573798327,-0.0765022818348347,-0.6705653459204136,-0.1293857273693112,0.7715268365198515,-0.8059193446906302,0.4769336220911112,0.3711460819667477,-1.56148470271724
-0.1325737664256789,0.0613639721674357,0.7787551110813304,-1.0503815162665078,-0.5589802870326366,0.9071257667545576,0.4237343404680774,-0.4351820261388908,-0.5507554025238001,1.5700794151959436,0.0366535633859766,-0.8158377964988897,0.4410018770549101,-1.6792215178586534,1.1280492321596476
0.0230634479986414,0.3297319939573339,1.3846525317152192,-1.0503815162665078,-0.2601106155273602,-0.7800520136540579,1.0609169573798327,-0.794836444355469,-0.5443370128659016,-1.217477783024328,1.2365348860760603,-0.8227506568423414,0.2493659027435633,-2.663397965942065,-0.6166390659975918
1.2565520620266628,-2.109139577456864,-1.0404603890183846,1.6611956582009964,1.5794837418413237,0.3817326860132783,-1.2837159532876414,0.7139576927240034,1.720641409489326,-0.5637538128341201,-1.179901358511776,1.0452244339364485,-2.0981747823742,1.3188715506463478,-0.934200795032337
-0.5404285380660607,0.5964883704267824,0.7968434157488886,-0.6291080383951888,-0.7032621974144941,0.3817326860132783,0.7074797245615935,-0.6944451016293115,-0.2790435721148039,-0.0457698675724928,0.6443134813001148,-0.8134333233231039,0.4649563737457108,-1.3967264262846852,0.1894355402464944
0.1562583872728503,0.5280001143489503,1.04836753260037,-0.6291080383951888,-0.99697894354899,0.8035271311154322,0.9215332599303862,0.9810181531269998,-1.724607569014894,1.6363205461654904,0.113228592112869,-0.814335000756637,0.6326378513662569,-0.9502019267963506,1.4532553800321089
-0.1322184351026222,-1.1324515860525932,-0.5054176000480158,0.2193723466132424,1.064191204763261,0.8035271311154322,-0.8556088825500558,-0.0765022818348347,1.0623998850811458,0.2517722719672398,-0.6531392523556852,1.2565175133944044,-1.4514033693677573,0.4167098062215125,1.2038339773446876
-0.202984481004996,0.1372627802271994,0.112377574286196,2.337606594501424,-0.2601106155273602,0.3817326860132783,-0.4324798010070935,2.6067730766703,-0.3175539100622025,-1.1295182463582047,-0.1819558007818896,1.0924122198216577,-1.7149028337515062,0.981699989369449,-0.5059870537408134
-0.6401590018116232,0.6074377468389982,0.7309416398208771,-0.9673135065454026,-0.9248379883580612,-0.2546589329127784,0.3540424917433543,-0.4429794110514634,-1.7723889163231383,1.0759857176238905,0.1274320272758115,-0.8053182263819106,0.668569596402458,0.3529205922648409,-1.4585601361747362
1.900667516683807,0.5860094905588419,-1.003386311977316,0.0532363271710321,-0.1158287051455026,0.1671355121893754,0.6377878758368702,-0.1018437843975999,-0.032292140737941,0.3929419018783081,0.3231923861713098,-0.8059193446906302,0.3691383869825079,0.2253421637542871,1.2677426341400055
-0.7466322198517323,-0.6298354171713547,-1.067847410655598,0.9847847219005684,1.502189861279614,-2.689226870432228,-1.78151487274995,1.4547093360698335,0.94972148626817,-2.4684578742869925,-1.4472964261389445,1.3989825484835658,0.4529791254003105,0.4440480413715844,-0.8739859337699334
0.1523490981272221,0.7857820727912868,0.7403212948687568,-0.2019011312580765,-0.4816864064709272,1.0107244023936832,0.4237343404680774,-0.2236779404240471,-0.2562226285124221,-0.6082765452237716,1.143286262188615,-0.8071215812686744,0.405070132018709,0.2526803983071462,1.121742312543351
1.0884232998298464,-0.3734654111810347,-0.769477546144927,-0.2019011312580765,0.177888040988993,1.2253215762175862,-0.1437564277189544,-0.7743683049677043,0.6159652193836561,0.1985621787222914,0.3145468160618843,-0.798405366038459,0.2852976477797644,0.2526803983071462,-1.4387219627511614
-0.0150209793217642,-0.3705715933545562,-1.259181083386706,-0.2019011312580765,0.5488986676851981,-0.8910505518388352,-0.288118114363024,-0.5414214059525737,0.9597056458810216,-1.2207355460138212,-0.0850019308273555,1.1828805226937351,-1.2717446434018107,0.4713862759244425,-0.4610532173423751
-0.1702645092008498,0.4122811054167536,1.348459508795204,-0.712176048116294,-0.1879696603364314,-0.2546589329127784,-0.004372730269508,-0.8845063804314844,-0.2055886661749619,-0.6006750982482894,0.8579825173785299,-0.8221495385533193,0.2852976477797644,-2.462917578026674,-0.8687990116021145
-1.823851919325541,-0.6238120432024111,-1.795664426350847,2.254538584780319,0.3994638319325599,1.7507146569588654,-1.497769488656434,1.6135810688340968,0.8876770497926523,-0.1228702013903246,-0.6309077921416134,1.327449471794474,-1.343608133474213,0.3529205922648409,0.3780461315524712
0.6395616820283786,0.5988711269681586,0.681211250836718,-0.795244057837399,-0.1879696603364314,-0.1510602972736529,1.135586795299179,-0.9517588292946852,-0.3724667972803533,-0.9525132520294628,1.5990312006242182,-0.8182422696549781,0.3691383869825079,-2.052844058539364,-0.1086463153675207
0.8427975012395424,1.1199271830648927,0.3154138659955335,-0.0357651118158662,-0.6311212422235654,0.1671355121893754,0.9215332599303862,0.386467494457857,0.1381517603224035,-1.217477783024328,0.56650337055086,-0.8089249361357408,0.405070132018709,0.2071166740523804,0.4849554192315732
-0.5816298898538701,0.2147234124827731,0.7984650327430334,-1.3885869844167216,-1.218554734492557,1.2253215762175862,0.3540424917433543,-2.161328286020733,-0.3574905578610737,-0.0826911601033494,0.7560883233816591,-0.8122310867450597,0.7284558389144008,-0.0024764581167505,-0.717673580844081
-0.2305897766809688,0.8175677325141691,0.6005525527811285,-0.6291080383951888,-0.9248379883580612,0.3817326860132783,0.7771715732863167,0.2587853013438844,-1.1790444434196918,0.6969995602803368,0.2830522487743192,-0.8035148715148444,0.5727516096392551,0.4713862759244425,0.2781272965251923
0.3848854898935377,-2.191739163432722,-0.470187575917592,-0.5401065994082904,1.1363321599541896,1.5435173856806146,-1.214024104562918,-0.7422040914048886,1.9887874699433687,1.099875958196777,-0.85198731630709,-0.7593326770944429,0.1176161701592183,0.3893715716686534,0.1588198801756038
0.7470915474541217,1.1519520930846787,-0.1774706609764084,0.7296472634714599,0.3994638319325599,-0.6764533780149323,0.4237343404680774,0.6554773026859004,-0.4145429098564343,-1.512848080571063,0.6214644800748609,1.0951172521419543,-0.9004499431245175,0.6080774492859508,-0.1073432784768597
0.4441300989371712,-0.1509685700360019,-0.3770008137418442,0.1363043368921373,0.6210396228761269,-0.8910505518388352,-0.1437564277189544,0.8611333513132187,0.3264245251787041,-0.3509134540877046,-0.8266681510371117,1.1314849087656738,-0.948358936506119,0.4896117656263492,-0.210925397090173
1.0590866301244122,1.3098701663045516,0.3239033665242236,-0.4570385896871852,-0.6311212422235654,0.0635368765502499,1.3496403306679716,0.7539192975870107,-1.129836786259975,0.5949230577764323,0.675190511623612,-0.8086243769912297,0.4170473803641094,0.2071166740523804,-1.1890535180711
-0.4724767807015164,-0.8530882598519726,-0.6538692928883536,0.5575778147634564,1.4300489060886854,-2.474629696608325,-1.7118230240252268,1.443987929419689,1.321274936174343,-1.6529317894856357,-1.896865958509848,1.414912183201744,1.135682284227895,0.4622735310734902,-0.3286942850219048
-2.4363688310570906,-0.2007265334685397,0.8193071836228577,-0.6291080383951888,-0.7032621974144941,0.9071257667545576,0.0653191184552152,-0.6496101335913038,-0.8709617351667778,1.8361298671873076,0.0415938874283134,-0.8230512159868525,0.1894796610165615,-2.9276675678141277,0.7112242732064223
1.47070662460529,0.0582282904768592,-0.8357057038462441,0.2193723466132424,-0.1879696603364314,0.3817326860132783,-0.4324798010070935,-0.8338233689183323,0.6202441442643467,0.2680610726813284,0.2410594883437861,-0.8035148715148444,0.3451838902917072,0.2344549086052395,-0.5370641575188194
0.1209594029996598,0.4645884402992987,1.0290241741538528,-0.712176048116294,-0.9248379883580612,0.3817326860132783,0.9912251086551094,0.4147330187581944,-1.321675325744958,1.2681935916702252,0.318252062128973,-0.814335000756637,0.6206606030208566,-0.959314671647304,0.487442363013668
-0.6632497364828195,0.6152095428115554,0.7073357822522519,-1.47758842340362,-0.9248379883580612,0.1671355121893754,0.5631180379175239,-0.4195872563137454,-1.8101860993448,1.1834918179935954,0.0613551835976605,-0.8053182263819106,0.668569596402458,0.3529205922648409,-0.9689929375695412
0.1814239023451395,1.0636319257891906,0.4229041327195291,-0.4570385896871852,-0.99697894354899,0.3817326860132783,1.0609169573798327,-0.6174459200284882,-0.5350660035050561,-0.298789281839255,1.2038052367661332,-0.8065204629796522,0.4529791254003105,0.3438078474138886,0.8413481966863497
1.2400263354144911,0.3977899370865017,-0.8263622860496304,0.0532363271710321,0.177888040988993,-0.4692561067366813,0.7074797245615935,-0.949809481469638,1.212875466915785,-2.355522176051487,1.0203956859529206,1.11315080087171,-0.9004499431245175,0.507837255328255,1.484927521650164
2.39418582152436,1.2625738836977238,0.3232396331974672,0.0532363271710321,0.177888040988993,-1.52004226821924,1.205278644023902,2.436205263343369,-2.700915961288842,-1.354303728949407,1.156254611282081,1.093614456399702,-1.0681314207450636,0.6900921529445279,-0.4172715314083343
-0.2311131853600182,0.832329976766846,0.7256637170422678,-0.2019011312580765,-0.6311212422235654,0.0635368765502499,0.7771715732863167,0.8085009919750193,-1.108442152509066,1.2953416023492892,0.1885685428645116,-0.8074221404131854,0.4290246287095097,0.2253421637542871,0.8995726583389831
0.5154052113472812,1.047569268509442,0.4157093333025324,-0.6291080383951888,-0.7032621974144941,-0.7800520136540579,1.2749704927486254,0.981992827039522,-1.3894249922789077,1.4462845069954626,-0.0084268980533507,-0.8071215812686744,0.4170473803641094,0.2982441231591239,0.8995726583389831
-2.2133462944612146,-1.456176785068078,-0.7736703645661883,1.833265106909,1.2857669957068278,-0.7800520136540579,-2.632751025030498,1.711048389822685,0.8805455098827457,-0.2694694362838807,-2.361256467054877,1.4401591514391594,2.345384371822978,0.507837255328255,0.3332284461360788
-2.119258911110639,-0.0096594713134435,0.5749756475811522,-0.712176048116294,-0.7032621974144941,1.8617131951436428,0.5631180379175239,-0.4663715721768003,-0.5357791584307914,1.1281098898723398,0.2490875174420295,-0.8239528934203855,0.1535479159803604,-3.0461332508765167,1.2642781314675484
0.3599792619408898,1.0222360433698867,0.3213322678104044,-0.4570385896871852,-0.7754031526054229,0.2707341478285009,0.9912251086551094,-0.0277686245343487,-0.9643849650060564,0.1214618449044597,0.893799871744364,-0.8059193446906302,0.4769336220911112,0.3802588268177,-0.7605404029160435
