__time,/telemetry100/accelerometer[0],/telemetry100/accelerometer[1],/telemetry100/accelerometer[2],/telemetry100/attitudeYPR[0],/telemetry100/attitudeYPR[1],/telemetry100/attitudeYPR[2],/telemetry100/attitude[0],/telemetry100/attitude[1],/telemetry100/attitude[2],/telemetry100/batteryVoltage,/telemetry100/current,/telemetry100/customPacket1[0],/telemetry100/customPacket1[10],/telemetry100/customPacket1[11],/telemetry100/customPacket1[12],/telemetry100/customPacket1[13],/telemetry100/customPacket1[1],/telemetry100/customPacket1[2],/telemetry100/customPacket1[3],/telemetry100/customPacket1[4],/telemetry100/customPacket1[5],/telemetry100/customPacket1[6],/telemetry100/customPacket1[7],/telemetry100/customPacket1[8],/telemetry100/customPacket1[9],/telemetry100/customPacket2[0],/telemetry100/customPacket2[10],/telemetry100/customPacket2[11],/telemetry100/customPacket2[12],/telemetry100/customPacket2[13],/telemetry100/customPacket2[1],/telemetry100/customPacket2[2],/telemetry100/customPacket2[3],/telemetry100/customPacket2[4],/telemetry100/customPacket2[5],/telemetry100/customPacket2[6],/telemetry100/customPacket2[7],/telemetry100/customPacket2[8],/telemetry100/customPacket2[9],/telemetry100/debugVals[0],/telemetry100/debugVals[1],/telemetry100/debugVals[2],/telemetry100/debugVals[3],/telemetry100/debugVals[4],/telemetry100/debugVals[5],/telemetry100/esc_rpm[0],/telemetry100/esc_rpm[1],/telemetry100/esc_rpm[2],/telemetry100/esc_rpm[3],/telemetry100/esp_debug_vals[0],/telemetry100/esp_debug_vals[1],/telemetry100/esp_debug_vals[2],/telemetry100/esp_debug_vals[3],/telemetry100/esp_debug_vals[4],/telemetry100/esp_debug_vals[5],/telemetry100/esp_debug_vals[6],/telemetry100/esp_debug_vals[7],/telemetry100/header/seq,/telemetry100/header/stamp,/telemetry100/motorForces[0],/telemetry100/motorForces[1],/telemetry100/motorForces[2],/telemetry100/motorForces[3],/telemetry100/packetNumber,/telemetry100/panicReason,/telemetry100/position[0],/telemetry100/position[1],/telemetry100/position[2],/telemetry100/rateGyro[0],/telemetry100/rateGyro[1],/telemetry100/rateGyro[2],/telemetry100/seqNum,/telemetry100/status_bits[0],/telemetry100/status_bits[1],/telemetry100/status_bits[2],/telemetry100/status_bits[3],/telemetry100/status_bits[4],/telemetry100/status_bits[5],/telemetry100/status_bits[6],/telemetry100/status_bits[7],/telemetry100/temperature,/telemetry100/type,/telemetry100/vehicleID,/telemetry100/velocity[0],/telemetry100/velocity[1],/telemetry100/velocity[2],/telemetry100/voltage,/telemetry100/warnings
1718298470.823468,-1.120605469,0.313110352,10.502014160,-0.927737713,-0.022765381,-0.001032269,-0.005554199,-0.009948730,-0.447387695,11.649780273,10.665130615,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5428.000000000,5071.000000000,5785.000000000,4828.000000000,0.000000000,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96831.000000000,1718298470.822934628,2.281799316,2.331542969,2.261810303,2.124328613,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.222167969,0.117492676,0.105743408,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.017395020,0.072326660,0.195922852,11.649780273,26.000000000
1718298470.826290,-1.034545898,1.228637695,10.807800293,-0.930834949,-0.021287683,0.001948492,-0.003906250,-0.009948730,-0.448760986,11.659851074,9.639739990,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5500.000000000,5085.000000000,5771.000000000,4814.000000000,0.000000000,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96832.000000000,1718298470.825947046,2.309570313,2.293395996,2.257080078,2.130126953,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.255279541,0.135650635,0.127105713,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.020141602,0.075988770,0.205078125,11.659851074,26.000000000
1718298470.836859,-0.678405762,1.534423828,10.773010254,-0.933861196,-0.019391587,0.004922568,-0.002166748,-0.009765625,-0.450103760,11.639709473,9.932708740,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5571.000000000,5085.000000000,5771.000000000,4842.000000000,0.007629395,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96833.000000000,1718298470.836491585,2.402801514,2.229003906,2.307128906,2.073516846,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.301208496,0.167694092,0.136718750,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.014648438,0.081481934,0.212402344,11.639709473,10.000000000
1718298470.844509,-0.429382324,1.102294922,10.598144531,-0.936682224,-0.017350279,0.008024907,-0.000335693,-0.009552002,-0.451354980,11.649780273,10.987854004,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5571.000000000,5071.000000000,5800.000000000,4785.000000000,0.007629395,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96834.000000000,1718298470.843497276,2.470550537,2.190093994,2.330932617,2.021179199,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.326843262,0.187988281,0.143127441,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.007324219,0.084228516,0.216064453,11.649780273,10.000000000
1718298470.854756,-0.314025879,0.553894043,10.810546875,-0.940046370,-0.015107238,0.010960614,0.001464844,-0.009216309,-0.452850342,11.649780273,10.782623291,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5571.000000000,5071.000000000,5800.000000000,4785.000000000,0.007629395,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96835.000000000,1718298470.853988409,2.466888428,2.190093994,2.307739258,2.038879395,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.303344727,0.201873779,0.150604248,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.007324219,0.086059570,0.226135254,11.649780273,10.000000000
1718298470.863823,-0.026550293,0.584106445,11.049499512,-0.942998648,-0.012747427,0.013967155,0.003326416,-0.008850098,-0.454162598,11.639709473,10.518646240,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5600.000000000,5071.000000000,5714.000000000,4785.000000000,0.007629395,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96836.000000000,1718298470.863031149,2.418518066,2.240753174,2.218170166,2.115936279,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.265960693,0.238189697,0.165557861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.010070801,0.083312988,0.236206055,11.639709473,10.000000000
1718298470.874779,0.252685547,2.442626953,11.054992676,-0.945811570,-0.010353416,0.016883887,0.005157471,-0.008453369,-0.455413818,11.649780273,9.844970703,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5714.000000000,5071.000000000,5800.000000000,4742.000000000,0.007629395,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96837.000000000,1718298470.873991013,2.447052002,2.196044922,2.238769531,2.104034424,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.244598389,0.256347656,0.202941895,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.011901855,0.082397461,0.244445801,11.649780273,10.000000000
1718298470.885557,0.374450684,1.949157715,10.337219238,-0.948483288,-0.007955485,0.019520411,0.006866455,-0.007995605,-0.456604004,11.639709473,9.317779541,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5800.000000000,5014.000000000,5728.000000000,4685.000000000,0.015258789,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96838.000000000,1718298470.884691000,2.489166260,2.155303955,2.280426025,2.052612305,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.299072266,0.252075195,0.222167969,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.007324219,0.085144043,0.249023438,11.639709473,10.000000000
1718298470.895867,0.212402344,0.146484375,9.249572754,-0.951636672,-0.005819774,0.022018779,0.008453369,-0.007629395,-0.458007813,11.639709473,10.108947754,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5800.000000000,5014.000000000,5728.000000000,4714.000000000,0.015258789,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96839.000000000,1718298470.894706011,2.465057373,2.205352783,2.259216309,2.053680420,0.000000000,0.000000000,0.717163086,0.152587891,0.488281250,0.294799805,0.218963623,0.221099854,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.000915527,0.093383789,0.255432129,11.639709473,10.000000000
1718298470.916160,-0.305786133,-1.658020020,10.503845215,-0.957119286,-0.002093891,0.026184225,0.011138916,-0.006958008,-0.460449219,11.639709473,9.082794189,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5742.000000000,5028.000000000,5642.000000000,4714.000000000,0.022888184,1.335144043,1.953125000,7.995605469,0.000000000,0.000000000,0.000000000,0.000000000,96840.000000000,1718298470.914667606,2.394866943,2.245941162,2.215118408,2.122192383,0.000000000,0.000000000,0.717163086,0.167846680,0.488281250,0.167694092,0.173034668,0.256347656,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,41.000000000,0.000000000,0.000000000,0.001831055,0.091552734,0.266418457,11.639709473,10.000000000
