/telemetry100/attitudeYPR[0],/telemetry100/attitudeYPR[1],/telemetry100/attitudeYPR[2],/telemetry100/esc_rpm[0],/telemetry100/esc_rpm[1],/telemetry100/esc_rpm[2],/telemetry100/esc_rpm[3],/telemetry100/motorForces[0],/telemetry100/motorForces[1],/telemetry100/motorForces[2],/telemetry100/motorForces[3],/telemetry100/position[0],/telemetry100/position[1],/telemetry100/position[2],energy
0.10433376896816603,0.2621082554611882,-0.3125324837128575,-0.1332565469931257,0.17111878224638816,-0.37785142752028394,0.5274823552765039,0.008689210009644947,-0.11534890052577099,0.1932830547139499,0.25681779063958526,-1.2346820112923034,-0.6024611001780441,-3.3602420905133883,-0.2599319723969903
0.10529874369648101,0.2612018648656585,-0.32887057855055074,-0.2147812568276467,0.25215892370300547,-0.004504478876963531,0.06205129118428781,-0.012494593136747365,-0.12055157566576113,0.21427153386663042,0.2957459432975551,-1.2346820112923034,-0.5987336012083178,-3.3541841642200394,0.3763247237049143
0.11022356444398362,0.25946021904674355,-0.37455850541945507,-0.10671361820979326,0.010923153785632966,0.1310418655349426,0.2621866487439407,-0.1887053155801027,-0.11511241508079434,0.14988314523165855,0.5178998420275835,-1.2346820112923034,-0.5987336012083178,-3.3481262379266914,-0.14608659933807577
0.11318184721956562,0.2569474285848399,-0.40096171512677115,-0.10671361820979326,0.010923153785632966,0.1310418655349426,0.2621866487439407,-0.35047253635625586,-0.06379511071683654,0.08229312402550944,0.6475627903593796,-1.2346820112923034,-0.5987336012083178,-3.3481262379266914,0.14468334694050758
0.11615951976664525,0.2520520361912041,-0.42493356588811093,-0.053627760643128415,0.010923153785632966,0.26658820994684873,0.1946991444505694,-0.4345658129634658,-0.0640315961618132,0.11822255673126317,0.6616120492547415,-1.2346820112923034,-0.5950061022385914,-3.3420683116333425,-0.28320623172957554
0.11715421339706864,0.24406537189283695,-0.44699135298630505,-0.10671361820979326,-0.04373182533627175,-0.17334290788126766,0.3599271722033061,-0.45960121515212077,-0.08436932893148325,0.2021764780047,0.6071711722340837,-1.2346820112923034,-0.5950061022385914,-3.3420683116333425,-0.01841468811034978
0.11616958531497536,0.23541420720246098,-0.4622158992806383,-0.16169539926098186,0.14473361991167555,-0.17334290788126766,0.3599271722033061,-0.28050179237532463,-0.1600446170798794,0.385025274104648,0.43682391460172026,-1.2346820112923034,-0.5950061022385914,-3.3360103853399936,0.22949625537370563
0.10518189437682915,0.18767992397402058,-0.39943182003098693,-0.08017068942646084,-0.017346663001559126,0.23329612535445074,0.1946991444505694,-0.46794634921500544,0.42762129213270017,-0.3990189779482208,0.5594622325267384,-1.2339676961925592,-0.5950061022385914,-3.3238945327532967,-0.22754720678987014
0.09387090329795618,0.18481699522388378,-0.34038889334145683,-0.2147812568276467,0.14473361991167555,0.23329612535445074,0.1946991444505694,-0.031752594658521684,0.06437990902039863,-0.1030458302228321,0.378578029284209,-1.2337295911593111,-0.5950061022385914,-3.3178366064599487,-0.3489317709163189
0.08871141195149115,0.1865439820024846,-0.3088296417962611,-0.2697630378788353,0.09007864078977083,-0.03779656346936153,0.5274823552765039,-0.01795102686619218,0.037420586891049844,0.003675256260251059,0.2989655654074787,-1.2337295911593111,-0.5950061022385914,-3.3117786801666,0.1742780998194788
0.08140051261123422,0.18801182132660385,-0.2461363517524557,-0.2697630378788353,0.25215892370300547,-0.004504478876963531,0.5274823552765039,0.11492919057555664,-0.012950775693002022,0.0983012868814038,0.1725222391856062,-1.2334914861260633,-0.5950061022385914,-3.305720753873251,0.10900187911218236
0.08332975369048662,0.19075709283413167,-0.21748641860415474,-0.10671361820979326,0.17111878224638816,-0.07108864806175953,0.2947668232303959,-0.07187343238925151,0.13981871172381882,-0.16031947929265972,0.3487233548508877,-1.2334914861260633,-0.5912786032688648,-3.305720753873251,0.2133125580554319
