trajID,t,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z
31,0.57,0.0498959,0.249188,1.89104,0.233891,1.11893,-0.50347,0.628169,2.651,-1.2984
31,0.58,0.0522663,0.26051,1.88594,0.240181,1.14537,-0.516453,0.629714,2.63628,-1.29824
31,0.59,0.0546996,0.272095,1.88071,0.246485,1.17165,-0.529432,0.63099,2.61994,-1.29744
31,0.6,0.057196,0.283942,1.87535,0.2528,1.19776,-0.5424,0.632,2.602,-1.296
31,0.61,0.0597556,0.29605,1.86986,0.259124,1.22368,-0.55535,0.632747,2.58249,-1.29393
31,0.62,0.0623785,0.308415,1.86425,0.265454,1.2494,-0.568277,0.633233,2.56142,-1.29124
31,0.63,0.0650647,0.321037,1.8585,0.271788,1.27491,-0.581173,0.633462,2.53883,-1.28794
31,0.64,0.0678143,0.333913,1.85262,0.278122,1.30018,-0.594033,0.633436,2.51474,-1.28403
31,0.65,0.0706272,0.34704,1.84662,0.284456,1.3252,-0.606851,0.633158,2.48918,-1.27952
31,0.66,0.0735034,0.360416,1.84048,0.290785,1.34995,-0.619622,0.632632,2.46216,-1.27442
31,0.67,0.0764428,0.374038,1.83423,0.297107,1.37444,-0.632338,0.63186,2.43372,-1.26873
31,0.68,0.0794455,0.387904,1.82784,0.303421,1.39862,-0.644994,0.630845,2.40387,-1.26247
31,0.69,0.0825112,0.402009,1.82133,0.309724,1.42251,-0.657585,0.629591,2.37265,-1.25564
31,0.7,0.0856399,0.416353,1.81469,0.316012,1.44607,-0.670105,0.628099,2.34008,-1.24825
31,0.71,0.0888314,0.43093,1.80792,0.322285,1.46931,-0.682548,0.626373,2.30618,-1.2403
31,0.72,0.0920855,0.445738,1.80104,0.328539,1.49219,-0.694909,0.624416,2.27098,-1.23181
31,0.73,0.0954021,0.460772,1.79403,0.334772,1.51472,-0.707183,0.622231,2.2345,-1.22278
31,0.74,0.0987809,0.476031,1.78689,0.340983,1.53688,-0.719363,0.61982,2.19677,-1.21321
31,0.75,0.102222,0.491509,1.77964,0.347168,1.55865,-0.731445,0.617187,2.15781,-1.20312
31,0.76,0.105724,0.507203,1.77226,0.353326,1.58003,-0.743424,0.614335,2.11765,-1.19252
31,0.77,0.109288,0.523108,1.76477,0.359454,1.601,-0.755294,0.611266,2.07631,-1.18141
31,0.78,0.112913,0.539221,1.75716,0.36555,1.62155,-0.76705,0.607984,2.03381,-1.16979
31,0.79,0.116599,0.555538,1.74943,0.371613,1.64167,-0.778688,0.604491,1.99019,-1.15768
31,0.8,0.120345,0.572053,1.74159,0.37764,1.66135,-0.790202,0.60079,1.94546,-1.14509
31,0.81,0.124152,0.588763,1.73363,0.383628,1.68058,-0.801588,0.596884,1.89965,-1.13201
31,0.82,0.128018,0.605663,1.72555,0.389577,1.69934,-0.812841,0.592777,1.85279,-1.11846
31,0.83,0.131943,0.622748,1.71737,0.395483,1.71763,-0.823956,0.588471,1.8049,-1.10445
31,0.84,0.135927,0.640014,1.70908,0.401345,1.73544,-0.834929,0.583968,1.756,-1.08998
31,0.85,0.13997,0.657456,1.70067,0.407162,1.75275,-0.845754,0.579272,1.70613,-1.07507
31,0.86,0.14407,0.675068,1.69216,0.41293,1.76956,-0.856428,0.574387,1.65529,-1.05971
31,0.87,0.148228,0.692845,1.68354,0.418649,1.78585,-0.866947,0.569313,1.60353,-1.04391
31,0.88,0.152443,0.710783,1.67482,0.424316,1.80162,-0.877305,0.564056,1.55086,-1.02769
31,0.89,0.156714,0.728876,1.666,0.429929,1.81687,-0.887499,0.558617,1.49731,-1.01105
31,0.9,0.161042,0.747118,1.65707,0.435488,1.83157,-0.897525,0.553,1.4429,-0.994
31,0.91,0.165424,0.765505,1.64805,0.440989,1.84572,-0.907378,0.547207,1.38766,-0.976543
31,0.92,0.169861,0.784031,1.63893,0.446431,1.85932,-0.917055,0.541242,1.33161,-0.95869
31,0.93,0.174352,0.80269,1.62971,0.451813,1.87235,-0.926551,0.535106,1.27479,-0.940447
31,0.94,0.178897,0.821476,1.6204,0.457133,1.88481,-0.935862,0.528805,1.2172,-0.921822
31,0.95,0.183495,0.840384,1.61099,0.462388,1.89669,-0.944986,0.522339,1.15888,-0.902823
31,0.96,0.188145,0.859408,1.6015,0.467579,1.90799,-0.953917,0.515712,1.09985,-0.883456
31,0.97,0.192846,0.878542,1.59191,0.472702,1.91869,-0.962654,0.508927,1.04014,-0.86373
31,0.98,0.197598,0.89778,1.58224,0.477757,1.92879,-0.971191,0.501987,0.979774,-0.843652
31,0.99,0.202401,0.917115,1.57249,0.482741,1.93828,-0.979526,0.494895,0.918772,-0.823229
31,1,0.207253,0.936543,1.56265,0.487654,1.94716,-0.987654,0.487654,0.85716,-0.802469
31,1.01,0.212154,0.956057,1.55274,0.492494,1.95542,-0.995574,0.480267,0.794965,-0.78138
31,1.02,0.217103,0.97565,1.54274,0.497259,1.96306,-1.00328,0.472736,0.73221,-0.759968
31,1.03,0.222099,0.995316,1.53267,0.501948,1.97006,-1.01077,0.465065,0.668921,-0.738242
31,1.04,0.227141,1.01505,1.52253,0.50656,1.97643,-1.01804,0.457256,0.605122,-0.716208
31,1.05,0.23223,1.03484,1.51231,0.511093,1.98216,-1.0251,0.449312,0.540837,-0.693875
31,1.06,0.237363,1.05469,1.50203,0.515546,1.98725,-1.03192,0.441237,0.476093,-0.67125
31,1.07,0.24254,1.07459,1.49168,0.519917,1.99169,-1.03852,0.433034,0.410913,-0.648339
31,1.08,0.247761,1.09452,1.48126,0.524206,1.99547,-1.04489,0.424704,0.345322,-0.625152
31,1.09,0.253024,1.11449,1.47078,0.528411,1.99859,-1.05102,0.416251,0.279345,-0.601695
31,1.1,0.258329,1.13449,1.46024,0.532531,2.00105,-1.05692,0.407679,0.213006,-0.577975
31,1.11,0.263675,1.15451,1.44964,0.536564,2.00285,-1.06258,0.398989,0.146331,-0.554001
31,1.12,0.26906,1.17455,1.43899,0.54051,2.00398,-1.068,0.390186,0.0793447,-0.529779
31,1.13,0.274484,1.19459,1.42828,0.544367,2.00444,-1.07317,0.381271,0.0120711,-0.505318
31,1.14,0.279947,1.21463,1.41752,0.548135,2.00422,-1.0781,0.372248,-0.0554648,-0.480624
31,1.15,0.285447,1.23467,1.40672,0.551812,2.00333,-1.08279,0.36312,-0.123238,-0.455705
31,1.16,0.290983,1.2547,1.39587,0.555397,2.00175,-1.08722,0.353889,-0.191224,-0.430569
31,1.17,0.296555,1.2747,1.38498,0.55889,1.9995,-1.0914,0.344558,-0.259398,-0.405223
31,1.18,0.30216,1.29468,1.37404,0.562288,1.99656,-1.09532,0.335132,-0.327735,-0.379674
31,1.19,0.3078,1.31463,1.36307,0.565592,1.99294,-1.09899,0.325611,-0.396211,-0.353931
31,1.2,0.313472,1.33454,1.35206,0.5688,1.98864,-1.1024,0.316,-0.4648,-0.328
31,1.21,0.319176,1.3544,1.34102,0.571912,1.98365,-1.10555,0.306301,-0.533478,-0.301889
31,1.22,0.32491,1.37421,1.32995,0.574926,1.97797,-1.10844,0.296517,-0.60222,-0.275606
31,1.23,0.330674,1.39396,1.31886,0.577842,1.9716,-1.11106,0.286651,-0.671002,-0.249157
31,1.24,0.336466,1.41364,1.30773,0.580659,1.96455,-1.11342,0.276707,-0.739798,-0.222551
31,1.25,0.342287,1.43325,1.29659,0.583376,1.95681,-1.11551,0.266686,-0.808584,-0.195795
31,1.26,0.348134,1.45278,1.28542,0.585992,1.94838,-1.11734,0.256592,-0.877335,-0.168896
31,1.27,0.354006,1.47221,1.27424,0.588507,1.93926,-1.11889,0.246428,-0.946027,-0.141862
31,1.28,0.359903,1.49156,1.26305,0.59092,1.92946,-1.12017,0.236196,-1.01463,-0.114701
31,1.29,0.365824,1.5108,1.25184,0.593231,1.91897,-1.12118,0.2259,-1.08313,-0.087419
31,1.3,0.371768,1.52994,1.24062,0.595438,1.9078,-1.12192,0.215543,-1.1515,-0.0600247
31,1.31,0.377733,1.54895,1.2294,0.597542,1.89594,-1.12238,0.205127,-1.2197,-0.0325252
31,1.32,0.383718,1.56785,1.21818,0.59954,1.8834,-1.12257,0.194656,-1.28772,-0.004928
31,1.33,0.389723,1.58662,1.20695,0.601434,1.87019,-1.12248,0.184132,-1.35553,0.0227594
31,1.34,0.395746,1.60525,1.19573,0.603223,1.85629,-1.12211,0.173558,-1.42312,0.0505296
31,1.35,0.401787,1.62374,1.18451,0.604905,1.84172,-1.12147,0.162937,-1.49044,0.078375
31,1.36,0.407844,1.64209,1.1733,0.606482,1.82649,-1.12055,0.152273,-1.55748,0.106288
31,1.37,0.413916,1.66027,1.1621,0.607951,1.81058,-1.11934,0.141568,-1.62421,0.134262
31,1.38,0.420003,1.67829,1.15091,0.609313,1.794,-1.11786,0.130824,-1.69061,0.162288
31,1.39,0.426102,1.69615,1.13974,0.610567,1.77677,-1.1161,0.120045,-1.75665,0.19036
31,1.4,0.432214,1.71383,1.12859,0.611714,1.75887,-1.11405,0.109235,-1.82232,0.218469
31,1.41,0.438336,1.73132,1.11746,0.612752,1.74032,-1.11173,0.0983945,-1.88757,0.246609
31,1.42,0.444469,1.74863,1.10636,0.613681,1.72112,-1.10912,0.0875281,-1.9524,0.274772
31,1.43,0.45061,1.76574,1.09528,0.614502,1.70127,-1.10623,0.0766383,-2.01676,0.30295
31,1.44,0.456758,1.78266,1.08424,0.615214,1.68079,-1.10306,0.065728,-2.08065,0.331136
31,1.45,0.462913,1.79936,1.07322,0.615817,1.65966,-1.09961,0.0548002,-2.14404,0.359323
31,1.46,0.469074,1.81585,1.06225,0.61631,1.63791,-1.09588,0.0438577,-2.20689,0.387502
31,1.47,0.475239,1.83211,1.05131,0.616694,1.61553,-1.09186,0.0329035,-2.26919,0.415667
31,1.48,0.481408,1.84816,1.04041,0.616968,1.59253,-1.08756,0.0219405,-2.3309,0.44381
31,1.49,0.487578,1.86396,1.02956,0.617133,1.56891,-1.08298,0.0109717,-2.39202,0.471923
31,1.5,0.49375,1.87953,1.01875,0.617188,1.54469,-1.07812,-8.88178E-16,-2.4525,0.5
31,1.51,0.499922,1.89485,1.00799,0.617133,1.51986,-1.07298,-0.0109717,-2.51233,0.528032
31,1.52,0.506092,1.90993,0.997291,0.616968,1.49444,-1.06756,-0.0219405,-2.57148,0.556012
31,1.53,0.512261,1.92474,0.986644,0.616694,1.46844,-1.06186,-0.0329035,-2.62993,0.583933
31,1.54,0.518426,1.93929,0.976055,0.61631,1.44185,-1.05589,-0.0438577,-2.68765,0.611787
31,1.55,0.524587,1.95358,0.965527,0.615817,1.41469,-1.04963,-0.0548002,-2.74461,0.639566
31,1.56,0.530742,1.96759,0.955063,0.615214,1.38696,-1.0431,-0.065728,-2.8008,0.667264
31,1.57,0.53689,1.98131,0.944666,0.614502,1.35867,-1.03628,-0.0766383,-2.85619,0.694872
31,1.58,0.543031,1.99476,0.934338,0.613681,1.32984,-1.0292,-0.0875281,-2.91075,0.722384
31,1.59,0.549164,2.00791,0.924083,0.612752,1.30046,-1.02184,-0.0983945,-2.96445,0.749791
31,1.6,0.555286,2.02076,0.913903,0.611714,1.27055,-1.0142,-0.109235,-3.01728,0.777086
31,1.61,0.561398,2.03332,0.9038,0.610567,1.24012,-1.0063,-0.120045,-3.06921,0.804263
31,1.62,0.567497,2.04556,0.893778,0.609313,1.20917,-0.998118,-0.130824,-3.12021,0.831312
31,1.63,0.573584,2.0575,0.883838,0.607951,1.17772,-0.98967,-0.141568,-3.17026,0.858227
31,1.64,0.579656,2.06912,0.873985,0.606482,1.14577,-0.980954,-0.152273,-3.21934,0.885001
31,1.65,0.585713,2.08041,0.86422,0.604905,1.11333,-0.97197,-0.162938,-3.26741,0.911625
31,1.66,0.591754,2.09138,0.854547,0.603223,1.08042,-0.962722,-0.173558,-3.31446,0.938093
31,1.67,0.597777,2.10202,0.844967,0.601434,1.04705,-0.953209,-0.184132,-3.36046,0.964396
31,1.68,0.603782,2.11232,0.835483,0.59954,1.01322,-0.943434,-0.194656,-3.40538,0.990528
31,1.69,0.609767,2.12228,0.826099,0.597542,0.978943,-0.933399,-0.205127,-3.44921,1.01648
31,1.7,0.615732,2.1319,0.816816,0.595438,0.944236,-0.923105,-0.215543,-3.4919,1.04225
31,1.71,0.621676,2.14117,0.807638,0.593231,0.909108,-0.912555,-0.225901,-3.53345,1.06782
31,1.72,0.627597,2.15008,0.798566,0.59092,0.873571,-0.90175,-0.236196,-3.57383,1.09319
31,1.73,0.633494,2.15864,0.789603,0.588507,0.837636,-0.890692,-0.246428,-3.61301,1.11835
31,1.74,0.639366,2.16683,0.780753,0.585992,0.801315,-0.879383,-0.256592,-3.65096,1.1433
31,1.75,0.645213,2.17466,0.772017,0.583376,0.764621,-0.867826,-0.266686,-3.68767,1.16802
31,1.76,0.651034,2.18212,0.763397,0.580659,0.727566,-0.856024,-0.276707,-3.7231,1.19251
31,1.77,0.656826,2.18921,0.754897,0.577842,0.690163,-0.843977,-0.286652,-3.75723,1.21676
31,1.78,0.66259,2.19592,0.746518,0.574926,0.652426,-0.831689,-0.296517,-3.79004,1.24076
31,1.79,0.668324,2.20226,0.738264,0.571912,0.614367,-0.819163,-0.306301,-3.82151,1.26451
31,1.8,0.674028,2.20821,0.730136,0.5688,0.576,-0.8064,-0.316,-3.8516,1.288
31,1.81,0.6797,2.21378,0.722137,0.565592,0.537339,-0.793404,-0.325611,-3.8803,1.31122
31,1.82,0.68534,2.21896,0.714269,0.562288,0.498399,-0.780177,-0.335132,-3.90757,1.33416
31,1.83,0.690945,2.22375,0.706534,0.55889,0.459193,-0.766721,-0.344559,-3.9334,1.35682
31,1.84,0.696517,2.22814,0.698935,0.555397,0.419736,-0.753041,-0.353889,-3.95775,1.37919
31,1.85,0.702053,2.23214,0.691474,0.551812,0.380043,-0.739139,-0.36312,-3.98061,1.40126
31,1.86,0.707553,2.23574,0.684153,0.548135,0.340129,-0.725017,-0.372248,-4.00195,1.42302
31,1.87,0.713016,2.23894,0.676974,0.544367,0.300009,-0.710679,-0.381271,-4.02175,1.44447
31,1.88,0.71844,2.24174,0.66994,0.54051,0.259699,-0.696128,-0.390186,-4.03997,1.4656
31,1.89,0.723825,2.24413,0.663052,0.536564,0.219215,-0.681368,-0.39899,-4.0566,1.4864
31,1.9,0.729171,2.24612,0.656313,0.532531,0.178572,-0.666402,-0.407679,-4.07161,1.50686
31,1.91,0.734476,2.24771,0.649725,0.528411,0.137788,-0.651232,-0.416251,-4.08497,1.52698
31,1.92,0.739739,2.24888,0.643289,0.524206,0.0968786,-0.635863,-0.424704,-4.09667,1.54675
31,1.93,0.74496,2.24964,0.637008,0.519917,0.0558605,-0.620298,-0.433034,-4.10667,1.56616
31,1.94,0.750137,2.25,0.630884,0.515546,0.014751,-0.604541,-0.441237,-4.11495,1.58521
31,1.95,0.75527,2.24994,0.624918,0.511093,-0.0264327,-0.588595,-0.449313,-4.12149,1.60388
31,1.96,0.760359,2.24947,0.619113,0.50656,-0.0676729,-0.572465,-0.457256,-4.12626,1.62216
31,1.97,0.765401,2.24858,0.61347,0.501948,-0.108952,-0.556153,-0.465065,-4.12924,1.64006
31,1.98,0.770397,2.24729,0.60799,0.497259,-0.150252,-0.539665,-0.472736,-4.13039,1.65757
31,1.99,0.775346,2.24558,0.602677,0.492494,-0.191554,-0.523003,-0.480267,-4.12971,1.67467
31,2,0.780247,2.24346,0.597531,0.487654,-0.23284,-0.506173,-0.487654,-4.12716,1.69136
31,2.01,0.785099,2.24092,0.592554,0.482741,-0.27409,-0.489178,-0.494896,-4.12272,1.70763
31,2.02,0.789902,2.23798,0.587748,0.477757,-0.315287,-0.472022,-0.501987,-4.11636,1.72347
31,2.03,0.794654,2.23462,0.583114,0.472702,-0.356411,-0.45471,-0.508927,-4.10806,1.73889
31,2.04,0.799355,2.23085,0.578654,0.467579,-0.397442,-0.437245,-0.515712,-4.09779,1.75386
31,2.05,0.804005,2.22667,0.57437,0.462388,-0.43836,-0.419634,-0.522339,-4.08553,1.76838
31,2.06,0.808603,2.22208,0.570262,0.457133,-0.479146,-0.401879,-0.528805,-4.07125,1.78244
31,2.07,0.813148,2.21709,0.566333,0.451813,-0.519779,-0.383987,-0.535107,-4.05494,1.79605
31,2.08,0.817639,2.21169,0.562583,0.446431,-0.560238,-0.36596,-0.541242,-4.03656,1.80918
31,2.09,0.822076,2.20588,0.559014,0.440989,-0.600503,-0.347805,-0.547207,-4.01609,1.82183
31,2.1,0.826458,2.19968,0.555627,0.435488,-0.640553,-0.329525,-0.553,-3.9935,1.834
31,2.11,0.830786,2.19307,0.552424,0.429929,-0.680366,-0.311126,-0.558617,-3.96877,1.84567
31,2.12,0.835057,2.18607,0.549405,0.424316,-0.719921,-0.292613,-0.564056,-3.94188,1.85685
31,2.13,0.839272,2.17867,0.546572,0.418649,-0.759196,-0.273991,-0.569313,-3.9128,1.86751
31,2.14,0.84343,2.17089,0.543925,0.41293,-0.798169,-0.255265,-0.574387,-3.88151,1.87766
31,2.15,0.84753,2.16271,0.541467,0.407162,-0.836819,-0.236439,-0.579272,-3.84798,1.88729
31,2.16,0.851573,2.15415,0.539197,0.401345,-0.875121,-0.217521,-0.583968,-3.81218,1.89638
31,2.17,0.855557,2.14521,0.537117,0.395483,-0.913055,-0.198514,-0.588471,-3.77409,1.90494
31,2.18,0.859482,2.13589,0.535227,0.389577,-0.950596,-0.179424,-0.592777,-3.7337,1.91295
31,2.19,0.863348,2.1262,0.533528,0.383628,-0.987721,-0.160256,-0.596884,-3.69096,1.92041
31,2.2,0.867155,2.11614,0.532022,0.37764,-1.02441,-0.141017,-0.60079,-3.64586,1.92731
31,2.21,0.870901,2.10571,0.530708,0.371613,-1.06063,-0.121712,-0.604491,-3.59838,1.93364
31,2.22,0.874587,2.09493,0.529588,0.36555,-1.09637,-0.102346,-0.607984,-3.54848,1.93939
31,2.23,0.878212,2.08379,0.528662,0.359454,-1.13159,-0.0829262,-0.611266,-3.49614,1.94456
31,2.24,0.881776,2.0723,0.52793,0.353326,-1.16628,-0.0634572,-0.614335,-3.44135,1.94914
31,2.25,0.885278,2.06046,0.527393,0.347168,-1.20041,-0.0439453,-0.617187,-3.38406,1.95312
31,2.26,0.888719,2.04829,0.527051,0.340983,-1.23395,-0.0243967,-0.61982,-3.32427,1.9565
31,2.27,0.892098,2.03579,0.526905,0.334772,-1.26689,-0.00481733,-0.622231,-3.26194,1.95927
31,2.28,0.895414,2.02296,0.526955,0.328539,-1.29918,0.0147866,-0.624416,-3.19705,1.96141
31,2.29,0.898669,2.00981,0.527201,0.322285,-1.33082,0.0344087,-0.626373,-3.12957,1.96292
31,2.3,0.90186,1.99634,0.527643,0.316012,-1.36177,0.0540429,-0.628099,-3.05948,1.9638
31,2.31,0.904989,1.98257,0.528281,0.309724,-1.392,0.0736826,-0.62959,-2.98676,1.96404
31,2.32,0.908055,1.9685,0.529116,0.303421,-1.42149,0.0933215,-0.630845,-2.91138,1.96363
31,2.33,0.911057,1.95415,0.530148,0.297107,-1.45022,0.112953,-0.63186,-2.83331,1.96255
31,2.34,0.913997,1.9395,0.531375,0.290785,-1.47815,0.13257,-0.632632,-2.75254,1.96082
31,2.35,0.916873,1.92458,0.532799,0.284456,-1.50526,0.152167,-0.633158,-2.66903,1.95841
31,2.36,0.919686,1.9094,0.534419,0.278122,-1.53152,0.171736,-0.633436,-2.58276,1.95532
31,2.37,0.922435,1.89396,0.536234,0.271788,-1.55691,0.191271,-0.633461,-2.49371,1.95154
31,2.38,0.925122,1.87827,0.538244,0.265454,-1.58139,0.210765,-0.633233,-2.40185,1.94706
31,2.39,0.927744,1.86233,0.540449,0.259124,-1.60493,0.23021,-0.632747,-2.30715,1.94189
31,2.4,0.930304,1.84617,0.542848,0.2528,-1.62752,0.2496,-0.632,-2.2096,1.936
31,2.41,0.9328,1.82979,0.545441,0.246485,-1.64912,0.268928,-0.63099,-2.10917,1.9294
31,2.42,0.935234,1.81319,0.548226,0.240181,-1.66969,0.288185,-0.629714,-2.00582,1.92207
31,2.43,0.937604,1.7964,0.551204,0.233891,-1.68922,0.307366,-0.628169,-1.89955,1.914
31,2.44,0.939912,1.77941,0.554373,0.227619,-1.70767,0.326463,-0.626351,-1.79032,1.9052
31,2.45,0.942157,1.76225,0.557733,0.221365,-1.72502,0.345468,-0.624258,-1.67811,1.89565
31,2.46,0.944339,1.74491,0.561282,0.215134,-1.74123,0.364374,-0.621888,-1.56289,1.88534
31,2.47,0.946459,1.72742,0.56502,0.208929,-1.75627,0.383172,-0.619237,-1.44464,1.87428
31,2.48,0.948518,1.70979,0.568945,0.202751,-1.77011,0.401857,-0.616301,-1.32333,1.86244
31,2.49,0.950514,1.69203,0.573057,0.196603,-1.78272,0.420418,-0.61308,-1.19894,1.84982
31,2.5,0.95245,1.67414,0.577353,0.19049,-1.79408,0.43885,-0.609568,-1.07145,1.83642
31,2.51,0.954324,1.65615,0.581833,0.184413,-1.80414,0.457144,-0.605764,-0.940828,1.82223
31,2.52,0.956138,1.63806,0.586496,0.178376,-1.81288,0.475292,-0.601664,-0.80705,1.80723
31,2.53,0.957892,1.6199,0.591339,0.172381,-1.82027,0.493286,-0.597266,-0.670092,1.79143
31,2.54,0.959586,1.60166,0.596361,0.166431,-1.82628,0.511118,-0.592566,-0.529929,1.77481
31,2.55,0.961221,1.58338,0.601561,0.16053,-1.83086,0.52878,-0.587563,-0.386538,1.75738
31,2.56,0.962797,1.56505,0.606936,0.154681,-1.834,0.546263,-0.582251,-0.239892,1.73911
31,2.57,0.964315,1.5467,0.612485,0.148886,-1.83565,0.563559,-0.57663,-0.0899668,1.72
31,2.58,0.965775,1.52834,0.618207,0.14315,-1.83578,0.58066,-0.570696,0.0632616,1.70005
31,2.59,0.967178,1.50999,0.624098,0.137474,-1.83437,0.597557,-0.564446,0.219818,1.67924
31,2.6,0.968524,1.49166,0.630157,0.131862,-1.83138,0.614242,-0.557877,0.379728,1.65758
31,2.61,0.969815,1.47337,0.636382,0.126317,-1.82676,0.630706,-0.550986,0.543016,1.63505
31,2.62,0.971051,1.45513,0.64277,0.120843,-1.8205,0.64694,-0.54377,0.709707,1.61164
31,2.63,0.972232,1.43696,0.64932,0.115443,-1.81256,0.662936,-0.536226,0.879825,1.58735
31,2.64,0.97336,1.41888,0.656028,0.11012,-1.8029,0.678684,-0.528352,1.0534,1.56218
31,2.65,0.974435,1.40091,0.662893,0.104877,-1.79148,0.694176,-0.520144,1.23044,1.5361
31,2.66,0.975458,1.38306,0.669911,0.0997179,-1.77828,0.709403,-0.5116,1.41099,1.50912
31,2.67,0.97643,1.36535,0.67708,0.094646,-1.76325,0.724356,-0.502717,1.59507,1.48123
31,2.68,0.977351,1.3478,0.684397,0.0896647,-1.74636,0.739025,-0.493491,1.78269,1.45241
31,2.69,0.978223,1.33043,0.691859,0.0847774,-1.72758,0.753401,-0.483919,1.9739,1.42267
31,2.7,0.979047,1.31326,0.699464,0.0799875,-1.70687,0.767475,-0.474,2.1687,1.392
31,2.71,0.979823,1.2963,0.707208,0.0752986,-1.6842,0.781238,-0.46373,2.36713,1.36038
31,2.72,0.980553,1.27958,0.715088,0.0707141,-1.65952,0.794679,-0.453105,2.56921,1.32782
31,2.73,0.981238,1.26312,0.7231,0.0662376,-1.6328,0.807791,-0.442124,2.77496,1.29429
31,2.74,0.981878,1.24693,0.731242,0.0618728,-1.60401,0.820562,-0.430782,2.98442,1.2598
31,2.75,0.982476,1.23104,0.73951,0.0576232,-1.5731,0.832984,-0.419078,3.1976,1.22434
31,2.76,0.983031,1.21548,0.747901,0.0534925,-1.54004,0.845046,-0.407008,3.41452,1.1879
31,2.77,0.983546,1.20025,0.75641,0.0494843,-1.5048,0.856738,-0.394569,3.63523,1.15048
31,2.78,0.984021,1.18539,0.765034,0.0456023,-1.46732,0.868052,-0.381759,3.85973,1.11205
31,2.79,0.984459,1.17091,0.77377,0.0418503,-1.42759,0.878976,-0.368575,4.08805,1.07263
31,2.8,0.984859,1.15684,0.782613,0.0382321,-1.38555,0.889501,-0.355012,4.32023,1.0322
31,2.81,0.985224,1.14321,0.791558,0.0347514,-1.34117,0.899617,-0.34107,4.55627,0.990747
31,2.82,0.985554,1.13003,0.800603,0.031412,-1.29441,0.909313,-0.326744,4.79622,0.948272
31,2.83,0.985852,1.11733,0.809743,0.0282178,-1.24523,0.918579,-0.312032,5.04009,0.904765
31,2.84,0.986119,1.10513,0.818974,0.0251726,-1.1936,0.927405,-0.296931,5.2879,0.860218
31,2.85,0.986356,1.09346,0.82829,0.0222805,-1.13946,0.93578,-0.281438,5.53969,0.814625
31,2.86,0.986565,1.08235,0.837688,0.0195452,-1.08279,0.943694,-0.265549,5.79547,0.767977
31,2.87,0.986748,1.07182,0.847162,0.0169708,-1.02354,0.951136,-0.249263,6.05528,0.720267
31,2.88,0.986905,1.06189,0.856709,0.0145613,-0.961671,0.958095,-0.232576,6.31913,0.671488
31,2.89,0.98704,1.05259,0.866322,0.0123206,-0.897144,0.964562,-0.215485,6.58705,0.621632
31,2.9,0.987152,1.04395,0.875998,0.0102529,-0.829916,0.970524,-0.197988,6.85907,0.570691
31,2.91,0.987245,1.036,0.885731,0.00836225,-0.759948,0.975972,-0.180081,7.13521,0.518659
31,2.92,0.98732,1.02876,0.895516,0.0066527,-0.687198,0.980894,-0.161761,7.4155,0.465527
31,2.93,0.987379,1.02227,0.905347,0.00512842,-0.611625,0.985279,-0.143026,7.69996,0.411289
31,2.94,0.987423,1.01654,0.91522,0.00379358,-0.533185,0.989116,-0.123872,7.98861,0.355936
31,2.95,0.987455,1.01161,0.925128,0.00265238,-0.451838,0.992394,-0.104297,8.28148,0.299461
31,2.96,0.987477,1.00752,0.935066,0.00170905,-0.367542,0.995101,-0.0842979,8.57859,0.241858
31,2.97,0.98749,1.00427,0.945028,0.000967849,-0.280252,0.997227,-0.0638715,8.87998,0.183117
31,2.98,0.987497,1.00192,0.955008,0.000433057,-0.189928,0.99876,-0.043015,9.18566,0.123232
31,2.99,0.9875,1.00049,0.965001,0.000108992,-0.0965247,0.999688,-0.0217255,9.49566,0.0621957
31,3,0.9875,1,0.975,1.77636E-15,-1.98952E-13,1,-4.61853E-14,9.81,1.35003E-13
32,0,0,0,2,0,0,0,0,0,0
32,0.01,3.77734E-07,1.98343E-06,2,0.000113131,0.000593761,-0.000231633,0.0225505,0.118246,-0.0461567
32,0.02,3.00675E-06,1.57663E-05,1.99999,0.000449502,0.00235484,-0.000919751,0.0446485,0.233468,-0.0912984
32,0.03,1.00969E-05,5.28708E-05,1.99998,0.0010046,0.00525311,-0.00205424,0.066297,0.345689,-0.135432
32,0.04,2.3813E-05,0.00012452,1.99995,0.00177395,0.0092587,-0.00362505,0.0874991,0.454935,-0.178565
32,0.05,4.62753E-05,0.000241637,1.99991,0.00275311,0.014342,-0.00562222,0.108258,0.561231,-0.220704
32,0.06,7.95597E-05,0.000414854,1.99984,0.00393764,0.0204736,-0.00803584,0.128576,0.664601,-0.261856
32,0.07,0.000125698,0.000654506,1.99974,0.00532317,0.0276243,-0.0108561,0.148457,0.765069,-0.302029
32,0.08,0.000186678,0.000970641,1.99962,0.00690533,0.0357654,-0.0140732,0.167904,0.862661,-0.341229
32,0.09,0.000264446,0.00137302,1.99946,0.0086798,0.0448681,-0.0176774,0.186919,0.957402,-0.379464
32,0.1,0.000360901,0.00187111,1.99926,0.0106423,0.054904,-0.0216593,0.205506,1.04931,-0.416741
32,0.11,0.000477904,0.00247412,1.99903,0.0127885,0.065845,-0.0260091,0.223668,1.13843,-0.453066
32,0.12,0.00061727,0.00319094,1.99874,0.0151142,0.0776632,-0.0307174,0.241408,1.22476,-0.488448
32,0.13,0.000780773,0.00403021,1.99841,0.0176153,0.090331,-0.0357749,0.258729,1.30834,-0.522893
