trajID,t,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,dt
3,1.2,0.325376,1.00916,1.36,0.5904,1.39824,-1.088,0.328,-0.7928,-0.32,0.01
3,1.21,0.331296,1.02311,1.3491,0.59363,1.39002,-1.09107,0.317933,-0.851411,-0.294135,0.01
3,1.22,0.337248,1.03696,1.33818,0.596758,1.38121,-1.09388,0.307777,-0.909998,-0.268099,0.01
3,1.23,0.343231,1.05073,1.32723,0.599785,1.37182,-1.09643,0.297537,-0.968539,-0.2419,0.01
3,1.24,0.349244,1.0644,1.31625,0.602709,1.36184,-1.09872,0.287215,-1.02701,-0.215546,0.01
3,1.25,0.355285,1.07796,1.30525,0.605529,1.35128,-1.10074,0.276813,-1.0854,-0.189043,0.01
3,1.26,0.361354,1.09142,1.29424,0.608245,1.34013,-1.1025,0.266336,-1.14367,-0.1624,0.01
3,1.27,0.367449,1.10476,1.28321,0.610856,1.32841,-1.10399,0.255786,-1.20181,-0.135623,0.01
3,1.28,0.373571,1.11799,1.27216,0.61336,1.3161,-1.10521,0.245166,-1.2598,-0.108721,0.01
3,1.29,0.379716,1.13108,1.2611,0.615759,1.30321,-1.10616,0.234479,-1.31761,-0.0817,0.01
3,1.3,0.385885,1.14405,1.25004,0.61805,1.28975,-1.10685,0.223728,-1.37522,-0.0545679,0.01
3,1.31,0.392077,1.15688,1.23897,0.620233,1.27571,-1.10726,0.212917,-1.43262,-0.0273321,0.01
3,1.32,0.39829,1.16956,1.22789,0.622308,1.26109,-1.10739,0.202048,-1.48977,1.33227E-15,0.01
3,1.33,0.404523,1.1821,1.21682,0.624274,1.24591,-1.10725,0.191124,-1.54666,0.027421,0.01
3,1.34,0.410775,1.19448,1.20575,0.62613,1.23016,-1.10684,0.180149,-1.60326,0.0549235,0.01
3,1.35,0.417045,1.2067,1.19468,0.627877,1.21385,-1.10616,0.169125,-1.65956,0.0825,0.01
3,1.36,0.423332,1.21875,1.18363,0.629513,1.19697,-1.10519,0.158056,-1.71553,0.110143,0.01
3,1.37,0.429635,1.23064,1.17258,0.631038,1.17954,-1.10395,0.146943,-1.77115,0.137846,0.01
3,1.38,0.435952,1.24234,1.16155,0.632451,1.16155,-1.10244,0.135792,-1.8264,0.1656,0.01
3,1.39,0.442283,1.25387,1.15053,0.633753,1.14301,-1.10064,0.124604,-1.88126,0.193399,0.01
3,1.4,0.448627,1.2652,1.13954,0.634943,1.12393,-1.09857,0.113383,-1.9357,0.221235,0.01
3,1.41,0.454982,1.27634,1.12856,0.636021,1.1043,-1.09622,0.102131,-1.9897,0.2491,0.01
3,1.42,0.461347,1.28729,1.11761,0.636986,1.08413,-1.09359,0.090852,-2.04325,0.276988,0.01
3,1.43,0.467721,1.29802,1.10669,0.637838,1.06344,-1.09068,0.0795486,-2.09631,0.30489,0.01
3,1.44,0.474103,1.30855,1.0958,0.638577,1.04221,-1.08749,0.068224,-2.14888,0.3328,0.01
3,1.45,0.480492,1.31887,1.08494,0.639202,1.02046,-1.08402,0.0568812,-2.20092,0.36071,0.01
3,1.46,0.486887,1.32896,1.07412,0.639714,0.998193,-1.08027,0.0455232,-2.25241,0.388612,0.01
3,1.47,0.493286,1.33883,1.06334,0.640113,0.975414,-1.07625,0.034153,-2.30334,0.4165,0.01
3,1.48,0.499689,1.34847,1.0526,0.640397,0.952128,-1.07194,0.0227737,-2.35368,0.444365,0.01
3,1.49,0.506094,1.35787,1.0419,0.640568,0.928343,-1.06736,0.0113884,-2.4034,0.472201,0.01
3,1.5,0.5125,1.36703,1.03125,0.640625,0.904062,-1.0625,-1.9984E-15,-2.4525,0.5,0.01
3,1.51,0.518906,1.37595,1.02065,0.640568,0.879295,-1.05736,-0.0113884,-2.50094,0.527754,0.01
3,1.52,0.525311,1.38462,1.0101,0.640397,0.854046,-1.05195,-0.0227737,-2.54871,0.555457,0.01
3,1.53,0.531714,1.39303,0.999612,0.640113,0.828323,-1.04625,-0.034153,-2.59578,0.5831,0.01
3,1.54,0.538113,1.40118,0.98918,0.639714,0.802133,-1.04028,-0.0455232,-2.64213,0.610677,0.01
3,1.55,0.544508,1.40907,0.978808,0.639202,0.775483,-1.03404,-0.0568812,-2.68773,0.638179,0.01
3,1.56,0.550897,1.41669,0.9685,0.638577,0.748381,-1.02752,-0.068224,-2.73258,0.6656,0.01
3,1.57,0.557279,1.42404,0.958258,0.637838,0.720834,-1.02073,-0.0795486,-2.77664,0.692932,0.01
3,1.58,0.563653,1.4311,0.948086,0.636986,0.692851,-1.01366,-0.090852,-2.8199,0.720168,0.01
3,1.59,0.570018,1.43789,0.937986,0.636021,0.664439,-1.00632,-0.102131,-2.86232,0.7473,0.01
3,1.6,0.576373,1.44439,0.92796,0.634943,0.635607,-0.998716,-0.113383,-2.9039,0.774321,0.01
3,1.61,0.582717,1.4506,0.918012,0.633753,0.606364,-0.990838,-0.124604,-2.94461,0.801223,0.01
3,1.62,0.589048,1.45652,0.908145,0.632451,0.576718,-0.982692,-0.135792,-2.98442,0.828,0.01
3,1.63,0.595365,1.46213,0.89836,0.631038,0.546678,-0.974279,-0.146943,-3.02332,0.854643,0.01
3,1.64,0.601668,1.46745,0.88866,0.629513,0.516254,-0.9656,-0.158056,-3.06128,0.881146,0.01
3,1.65,0.607955,1.47246,0.879048,0.627877,0.485456,-0.956656,-0.169125,-3.09829,0.9075,0.01
3,1.66,0.614225,1.47716,0.869528,0.62613,0.454292,-0.94745,-0.180149,-3.13431,0.933699,0.01
3,1.67,0.620477,1.48154,0.8601,0.624274,0.422773,-0.937983,-0.191124,-3.16933,0.959735,0.01
3,1.68,0.62671,1.48561,0.850769,0.622308,0.390909,-0.928256,-0.202048,-3.20333,0.9856,0.01
3,1.69,0.632923,1.48936,0.841536,0.620233,0.35871,-0.918271,-0.212917,-3.23629,1.01129,0.01
3,1.7,0.639115,1.49278,0.832404,0.61805,0.326186,-0.908031,-0.223728,-3.26818,1.03679,0.01
3,1.71,0.645284,1.49588,0.823376,0.615759,0.29335,-0.897536,-0.234479,-3.29898,1.0621,0.01
3,1.72,0.651429,1.49865,0.814454,0.61336,0.260211,-0.88679,-0.245166,-3.32866,1.08721,0.01
3,1.73,0.657551,1.50109,0.805641,0.610856,0.22678,-0.875793,-0.255786,-3.35722,1.11211,0.01
3,1.74,0.663646,1.50319,0.796939,0.608245,0.19307,-0.864548,-0.266336,-3.38462,1.1368,0.01
3,1.75,0.669715,1.50495,0.788351,0.605529,0.159092,-0.853057,-0.276813,-3.41085,1.16127,0.01
3,1.76,0.675756,1.50637,0.779879,0.602709,0.124857,-0.841323,-0.287215,-3.43588,1.1855,0.01
3,1.77,0.681769,1.50744,0.771526,0.599785,0.0903781,-0.829348,-0.297537,-3.4597,1.2095,0.01
3,1.78,0.687752,1.50817,0.763293,0.596758,0.0556672,-0.817134,-0.307777,-3.48227,1.23325,0.01
3,1.79,0.693704,1.50856,0.755184,0.59363,0.020737,-0.804684,-0.317933,-3.50358,1.25676,0.01
3,1.8,0.699624,1.50859,0.7472,0.5904,-0.0144,-0.792,-0.328,-3.5236,1.28,0.01
3,1.81,0.705511,1.50827,0.739344,0.58707,-0.0497307,-0.779085,-0.337976,-3.54232,1.30298,0.01
3,1.82,0.711365,1.50759,0.731619,0.583641,-0.085242,-0.765941,-0.347858,-3.55971,1.32568,0.01
3,1.83,0.717184,1.50656,0.724026,0.580113,-0.12092,-0.752572,-0.357643,-3.57575,1.3481,0.01
3,1.84,0.722967,1.50517,0.716568,0.576488,-0.156752,-0.73898,-0.367328,-3.59042,1.37023,0.01
3,1.85,0.728713,1.50343,0.709247,0.572767,-0.192724,-0.725169,-0.376909,-3.6037,1.39207,0.01
3,1.86,0.734422,1.50132,0.702066,0.56895,-0.228822,-0.71114,-0.386384,-3.61557,1.4136,0.01
3,1.87,0.740092,1.49885,0.695025,0.56504,-0.265031,-0.696898,-0.39575,-3.626,1.43482,0.01
3,1.88,0.745723,1.49602,0.688128,0.561036,-0.301337,-0.682445,-0.405003,-3.63497,1.45572,0.01
3,1.89,0.751312,1.49282,0.681377,0.55694,-0.337725,-0.667784,-0.414141,-3.64246,1.4763,0.01
3,1.9,0.756861,1.48926,0.674773,0.552753,-0.374181,-0.65292,-0.42316,-3.64845,1.49654,0.01
3,1.91,0.762367,1.48534,0.668319,0.548477,-0.410689,-0.637855,-0.432059,-3.65291,1.51645,0.01
3,1.92,0.76783,1.48105,0.662017,0.544113,-0.447234,-0.622592,-0.440832,-3.65583,1.536,0.01
3,1.93,0.773249,1.47639,0.655868,0.539661,-0.4838,-0.607136,-0.449478,-3.65719,1.5552,0.01
3,1.94,0.778623,1.47137,0.649875,0.535124,-0.520373,-0.591489,-0.457993,-3.65696,1.57403,0.01
3,1.95,0.783951,1.46599,0.644039,0.530502,-0.556934,-0.575656,-0.466375,-3.65511,1.5925,0.01
3,1.96,0.789233,1.46023,0.638362,0.525796,-0.593469,-0.55964,-0.47462,-3.65164,1.61059,0.01
3,1.97,0.794467,1.45412,0.632847,0.52101,-0.629961,-0.543446,-0.482725,-3.64651,1.62829,0.01
3,1.98,0.799653,1.44763,0.627494,0.516142,-0.666394,-0.527076,-0.490688,-3.63971,1.6456,0.01
3,1.99,0.80479,1.44079,0.622306,0.511196,-0.70275,-0.510535,-0.498505,-3.63121,1.66251,0.01
3,2,0.809877,1.43358,0.617284,0.506173,-0.739012,-0.493827,-0.506173,-3.62099,1.67901,0.01
3,2.01,0.814913,1.42601,0.61243,0.501073,-0.775164,-0.476956,-0.513689,-3.60903,1.6951,0.01
3,2.02,0.819898,1.41808,0.607745,0.4959,-0.811187,-0.459927,-0.52105,-3.59531,1.71077,0.01
3,2.03,0.824831,1.40979,0.603232,0.490653,-0.847064,-0.442742,-0.528254,-3.5798,1.726,0.01
3,2.04,0.829711,1.40114,0.598891,0.485335,-0.882777,-0.425408,-0.535296,-3.56249,1.7408,0.01
3,2.05,0.834537,1.39213,0.594724,0.479948,-0.918308,-0.407928,-0.542174,-3.54336,1.75515,0.01
3,2.06,0.839309,1.38277,0.590733,0.474492,-0.953638,-0.390306,-0.548886,-3.52237,1.76906,0.01
3,2.07,0.844027,1.37306,0.586919,0.46897,-0.988749,-0.372548,-0.555427,-3.49951,1.7825,0.01
3,2.08,0.848689,1.363,0.583282,0.463384,-1.02362,-0.354658,-0.561795,-3.47476,1.79548,0.01
3,2.09,0.853294,1.35259,0.579826,0.457735,-1.05824,-0.33664,-0.567987,-3.4481,1.80798,0.01
3,2.1,0.857843,1.34183,0.57655,0.452025,-1.09258,-0.3185,-0.574,-3.4195,1.82,0.01
3,2.11,0.862334,1.33074,0.573456,0.446256,-1.12662,-0.300242,-0.579831,-3.38894,1.83153,0.01
3,2.12,0.866768,1.3193,0.570546,0.440429,-1.16035,-0.281871,-0.585476,-3.35641,1.84257,0.01
3,2.13,0.871143,1.30753,0.567819,0.434547,-1.19374,-0.263392,-0.590933,-3.32187,1.8531,0.01
3,2.14,0.875459,1.29543,0.565278,0.428611,-1.22678,-0.244811,-0.596199,-3.28531,1.86312,0.01
3,2.15,0.879715,1.283,0.562923,0.422623,-1.25944,-0.226132,-0.60127,-3.24671,1.87262,0.01
3,2.16,0.883911,1.27024,0.560756,0.416586,-1.29171,-0.20736,-0.606144,-3.20604,1.8816,0.01
3,2.17,0.888046,1.25716,0.558776,0.410501,-1.32356,-0.188501,-0.610817,-3.16328,1.89004,0.01
3,2.18,0.892121,1.24377,0.556986,0.404371,-1.35497,-0.169561,-0.615288,-3.11841,1.89795,0.01
3,2.19,0.896134,1.23007,0.555385,0.398196,-1.38592,-0.150544,-0.619551,-3.07141,1.9053,0.01
3,2.2,0.900085,1.21605,0.553975,0.39198,-1.41639,-0.131457,-0.623605,-3.02226,1.9121,0.01
3,2.21,0.903973,1.20174,0.552756,0.385725,-1.44635,-0.112304,-0.627446,-2.97093,1.91833,0.01
3,2.22,0.907799,1.18713,0.551729,0.379432,-1.4758,-0.093092,-0.631072,-2.91741,1.924,0.01
3,2.23,0.911562,1.17223,0.550895,0.373104,-1.5047,-0.0738261,-0.634479,-2.86166,1.92909,0.01
3,2.24,0.915261,1.15704,0.550253,0.366743,-1.53302,-0.0545122,-0.637664,-2.80368,1.93359,0.01
3,2.25,0.918896,1.14157,0.549805,0.360352,-1.56076,-0.0351563,-0.640625,-2.74344,1.9375,0.01
3,2.26,0.922468,1.12582,0.54955,0.353931,-1.58789,-0.0157642,-0.643358,-2.68091,1.94081,0.01
3,2.27,0.925975,1.10981,0.54949,0.347485,-1.61437,0.00365792,-0.64586,-2.61608,1.94351,0.01
3,2.28,0.929418,1.09354,0.549623,0.341015,-1.6402,0.023104,-0.648128,-2.54892,1.9456,0.01
3,2.29,0.932795,1.07701,0.549952,0.334523,-1.66534,0.0425678,-0.650159,-2.47941,1.94707,0.01
3,2.3,0.936108,1.06023,0.550475,0.328013,-1.68978,0.0620432,-0.651951,-2.40753,1.9479,0.01
3,2.31,0.939355,1.04322,0.551193,0.321485,-1.71349,0.0815237,-0.653499,-2.33326,1.9481,0.01
3,2.32,0.942538,1.02597,0.552105,0.314943,-1.73644,0.101003,-0.654801,-2.25658,1.94765,0.01
3,2.33,0.945654,1.00849,0.553213,0.30839,-1.75861,0.120475,-0.655855,-2.17746,1.94656,0.01
3,2.34,0.948705,0.990797,0.554515,0.301827,-1.77998,0.139932,-0.656656,-2.09588,1.9448,0.01
3,2.35,0.951691,0.972894,0.556011,0.295258,-1.80052,0.159368,-0.657202,-2.01182,1.94238,0.01
3,2.36,0.954611,0.95479,0.557702,0.288684,-1.82021,0.178777,-0.65749,-1.92527,1.93928,0.01
3,2.37,0.957464,0.936493,0.559587,0.282109,-1.83902,0.198152,-0.657517,-1.83619,1.9355,0.01
3,2.38,0.960253,0.918012,0.561665,0.275535,-1.85692,0.217485,-0.65728,-1.74457,1.93103,0.01
3,2.39,0.962975,0.899357,0.563936,0.268964,-1.8739,0.23677,-0.656775,-1.65038,1.92587,0.01
3,2.4,0.965632,0.880538,0.5664,0.2624,-1.88992,0.256,-0.656,-1.5536,1.92,0.01
3,2.41,0.968223,0.861562,0.569056,0.255845,-1.90496,0.275168,-0.654952,-1.45421,1.91342,0.01
3,2.42,0.970749,0.842442,0.571903,0.249302,-1.919,0.294266,-0.653627,-1.3522,1.90612,0.01
3,2.43,0.973209,0.823186,0.574941,0.242773,-1.932,0.313288,-0.652023,-1.24753,1.8981,0.01
3,2.44,0.975604,0.803805,0.578169,0.236262,-1.94394,0.332226,-0.650136,-1.14018,1.88934,0.01
3,2.45,0.977935,0.784311,0.581585,0.229772,-1.95479,0.351072,-0.647965,-1.03014,1.87985,0.01
3,2.46,0.9802,0.764713,0.58519,0.223304,-1.96453,0.36982,-0.645504,-0.917383,1.8696,0.01
3,2.47,0.982401,0.745024,0.588981,0.216863,-1.97313,0.388462,-0.642752,-0.801885,1.8586,0.01
3,2.48,0.984537,0.725255,0.592959,0.21045,-1.98056,0.406989,-0.639705,-0.683625,1.84683,0.01
3,2.49,0.98661,0.705417,0.597121,0.204069,-1.98679,0.425396,-0.636361,-0.562582,1.8343,0.01
3,2.5,0.988619,0.685523,0.601466,0.197724,-1.9918,0.443673,-0.632716,-0.438735,1.82099,0.01
3,2.51,0.990564,0.665585,0.605994,0.191416,-1.99556,0.461813,-0.628767,-0.31206,1.80689,0.01
3,2.52,0.992447,0.645616,0.610702,0.185149,-1.99803,0.479808,-0.624512,-0.182538,1.792,0.01
3,2.53,0.994268,0.625629,0.615589,0.178927,-1.9992,0.49765,-0.619947,-0.0501449,1.77631,0.01
3,2.54,0.996026,0.605636,0.620654,0.172752,-1.99903,0.515332,-0.615069,0.0851395,1.75981,0.01
3,2.55,0.997723,0.585653,0.625895,0.166627,-1.99749,0.532844,-0.609875,0.223337,1.7425,0.01
3,2.56,0.999359,0.565691,0.631311,0.160555,-1.99455,0.550179,-0.604362,0.364471,1.72437,0.01
3,2.57,1.00093,0.545766,0.636898,0.15454,-1.99019,0.567328,-0.598528,0.508561,1.7054,0.01
3,2.58,1.00245,0.525892,0.642656,0.148586,-1.98437,0.584284,-0.592368,0.65563,1.6856,0.01
3,2.59,1.00391,0.506084,0.648583,0.142694,-1.97706,0.601037,-0.58588,0.805699,1.66495,0.01
3,2.6,1.0053,0.486356,0.654677,0.136869,-1.96824,0.61758,-0.579062,0.95879,1.64346,0.01
3,2.61,1.00664,0.466724,0.660934,0.131114,-1.95788,0.633904,-0.571909,1.11493,1.6211,0.01
3,2.62,1.00793,0.447204,0.667354,0.125432,-1.94594,0.649999,-0.564419,1.27413,1.59788,0.01
3,2.63,1.00915,0.427811,0.673933,0.119827,-1.93239,0.665858,-0.556589,1.43641,1.57378,0.01
3,2.64,1.01032,0.408562,0.68067,0.114301,-1.9172,0.681472,-0.548416,1.60181,1.5488,0.01
3,2.65,1.01144,0.389472,0.687562,0.10886,-1.90034,0.696831,-0.539897,1.77034,1.52293,0.01
3,2.66,1.0125,0.37056,0.694606,0.103505,-1.88178,0.711928,-0.531028,1.94202,1.49617,0.01
3,2.67,1.01351,0.351843,0.7018,0.0982402,-1.86149,0.726752,-0.521807,2.11687,1.4685,0.01
3,2.68,1.01447,0.333337,0.70914,0.0930697,-1.83943,0.741295,-0.512231,2.29492,1.43992,0.01
3,2.69,1.01537,0.31506,0.716625,0.0879968,-1.81558,0.755547,-0.502296,2.47619,1.41042,0.01
3,2.7,1.01623,0.297031,0.72425,0.083025,-1.7899,0.7695,-0.492,2.6607,1.38,0.01
3,2.71,1.01703,0.279268,0.732013,0.078158,-1.76235,0.783144,-0.481339,2.84847,1.34864,0.01
3,2.72,1.01779,0.26179,0.739912,0.0733994,-1.73292,0.79647,-0.470312,3.03952,1.31635,0.01
3,2.73,1.0185,0.244616,0.747942,0.068753,-1.70155,0.809468,-0.458913,3.23388,1.2831,0.01
3,2.74,1.01916,0.227766,0.7561,0.0642224,-1.66823,0.822129,-0.447141,3.43156,1.2489,0.01
3,2.75,1.01979,0.211258,0.764383,0.0598114,-1.63291,0.834443,-0.434992,3.63259,1.21373,0.01
3,2.76,1.02036,0.195114,0.772788,0.0555238,-1.59557,0.8464,-0.422464,3.83699,1.1776,0.01
3,2.77,1.0209,0.179354,0.78131,0.0513634,-1.55616,0.857991,-0.409553,4.04478,1.14049,0.01
3,2.78,1.02139,0.163998,0.789946,0.0473341,-1.51466,0.869206,-0.396256,4.25599,1.10239,0.01
3,2.79,1.02184,0.149068,0.798693,0.0434396,-1.47103,0.880036,-0.382571,4.47062,1.0633,0.01
3,2.8,1.02226,0.134585,0.807546,0.039684,-1.42523,0.890469,-0.368494,4.68872,1.02321,0.01
3,2.81,1.02264,0.12057,0.816501,0.036071,-1.37724,0.900497,-0.354022,4.9103,0.982112,0.01
3,2.82,1.02298,0.107047,0.825554,0.0326048,-1.32702,0.910108,-0.339152,5.13537,0.94,0.01
3,2.83,1.02329,0.0940377,0.834702,0.0292893,-1.27452,0.919293,-0.323881,5.36397,0.896865,0.01
3,2.84,1.02357,0.0815645,0.843939,0.0261286,-1.21973,0.928042,-0.308207,5.59611,0.852701,0.01
3,2.85,1.02381,0.069651,0.853261,0.0231266,-1.16259,0.936344,-0.292125,5.83181,0.8075,0.01
3,2.86,1.02403,0.0583207,0.862664,0.0202874,-1.10308,0.944188,-0.275633,6.0711,0.761254,0.01
3,2.87,1.02422,0.0475975,0.872143,0.0176153,-1.04116,0.951565,-0.258729,6.31401,0.713957,0.01
3,2.88,1.02438,0.0375057,0.881694,0.0151142,-0.976785,0.958464,-0.241408,6.56054,0.6656,0.01
3,2.89,1.02452,0.0280701,0.891311,0.0127885,-0.909932,0.964874,-0.223668,6.81072,0.616177,0.01
3,2.9,1.02464,0.0193155,0.90099,0.0106423,-0.840559,0.970784,-0.205506,7.06458,0.565679,0.01
3,2.91,1.02474,0.0112674,0.910725,0.0086798,-0.768628,0.976184,-0.186919,7.32213,0.5141,0.01
3,2.92,1.02481,0.00395157,0.920511,0.00690533,-0.694104,0.981062,-0.167904,7.5834,0.461432,0.01
3,2.93,1.02487,-0.0026059,0.930344,0.00532317,-0.616948,0.985409,-0.148457,7.84841,0.407668,0.01
3,2.94,1.02492,-0.00837849,0.940218,0.00393764,-0.537123,0.989212,-0.128576,8.11718,0.3528,0.01
3,2.95,1.02495,-0.0133393,0.950127,0.00275311,-0.454591,0.992461,-0.108258,8.38974,0.296821,0.01
3,2.96,1.02498,-0.0174612,0.960065,0.00177395,-0.369316,0.995145,-0.0874991,8.66609,0.239723,0.01
3,2.97,1.02499,-0.0207164,0.970028,0.0010046,-0.281257,0.997252,-0.066297,8.94628,0.1815,0.01
3,2.98,1.025,-0.0230769,0.980008,0.000449502,-0.190377,0.998771,-0.0446485,9.23031,0.122143,0.01
3,2.99,1.025,-0.0245144,0.990001,0.000113131,-0.0966378,0.999691,-0.0225505,9.51821,0.0616457,0.01
3,3,1.025,-0.025,1,-3.55271E-15,-1.84741E-13,1,-4.79616E-14,9.81,1.20792E-13,0.01
4,0,0,0,2,0,0,0,0,0,0,0.01
4,0.01,3.50095E-07,1.61491E-06,2,0.000104853,0.00048339,-0.000248188,0.0209005,0.0962456,-0.0494568,0.01
4,0.02,2.78674E-06,1.28328E-05,1.99999,0.000416611,0.0019163,-0.000985532,0.0413815,0.189908,-0.0978323,0.01
4,0.03,9.35807E-06,4.30202E-05,1.99998,0.000931095,0.00427301,-0.00220125,0.061446,0.281009,-0.145134,0.01
4,0.04,2.20706E-05,0.000101287,1.99995,0.00164415,0.00752802,-0.00388466,0.0810967,0.36957,-0.191369,0.01
4,0.05,4.28893E-05,0.000196491,1.9999,0.00255166,0.011656,-0.00602512,0.100336,0.455614,-0.236546,0.01
4,0.06,7.37382E-05,0.000337234,1.99983,0.00364952,0.016632,-0.00861208,0.119168,0.539161,-0.280672,0.01
4,0.07,0.000116501,0.000531874,1.99972,0.00493367,0.022431,-0.0116351,0.137594,0.620233,-0.323754,0.01
4,0.08,0.000173019,0.000788516,1.99959,0.00640006,0.0290285,-0.0150837,0.155618,0.698853,-0.3658,0.01
4,0.09,0.000245096,0.00111502,1.99942,0.0080447,0.0364,-0.0189477,0.173242,0.775042,-0.406818,0.01
4,0.1,0.000334494,0.00151901,1.99921,0.00986358,0.0445213,-0.0232167,0.190469,0.848821,-0.446815,0.01
4,0.11,0.000442935,0.00200787,1.99896,0.0118528,0.0533684,-0.0278806,0.207302,0.920213,-0.485798,0.01
4,0.12,0.000572104,0.00258872,1.99865,0.0140083,0.0629176,-0.0329293,0.223744,0.989238,-0.523776,0.01
4,0.13,0.000723643,0.00326848,1.9983,0.0163263,0.0731454,-0.0383528,0.239797,1.05592,-0.560755,0.01
4,0.14,0.000899159,0.00405381,1.99788,0.018803,0.0840283,-0.0441411,0.255465,1.12028,-0.596744,0.01
4,0.15,0.00110022,0.00495115,1.99741,0.0214344,0.0955433,-0.0502844,0.27075,1.18234,-0.63175,0.01
4,0.16,0.00132835,0.00596671,1.99688,0.0242167,0.107667,-0.0567728,0.285655,1.24212,-0.66578,0.01
4,0.17,0.00158504,0.00710646,1.99628,0.0271462,0.120378,-0.0635968,0.300183,1.29964,-0.698842,0.01
4,0.18,0.00187175,0.00837615,1.9956,0.0302191,0.133653,-0.0707465,0.314336,1.35493,-0.730944,0.01
4,0.19,0.00218989,0.00978132,1.99486,0.0334317,0.147469,-0.0782125,0.328118,1.408,-0.762093,0.01
4,0.2,0.00254084,0.0113273,1.99404,0.0367802,0.161805,-0.0859852,0.341531,1.45888,-0.792296,0.01
4,0.21,0.00292594,0.0130191,1.99314,0.0402611,0.17664,-0.0940553,0.354578,1.50759,-0.821562,0.01
4,0.22,0.00334649,0.0148616,1.99216,0.0438706,0.19195,-0.102413,0.367262,1.55415,-0.849897,0.01
4,0.23,0.00380377,0.0168596,1.99109,0.0476051,0.207716,-0.11105,0.379586,1.59859,-0.87731,0.01
4,0.24,0.004299,0.0190174,1.98994,0.0514611,0.223915,-0.119956,0.391552,1.64092,-0.903808,0.01
4,0.25,0.00483338,0.0213393,1.98869,0.055435,0.240527,-0.129123,0.403164,1.68116,-0.929398,0.01
4,0.26,0.00540808,0.0238292,1.98735,0.0595232,0.257531,-0.138541,0.414423,1.71935,-0.954088,0.01
4,0.27,0.00602422,0.0264911,1.98592,0.0637223,0.274907,-0.148202,0.425334,1.75549,-0.977886,0.01
4,0.28,0.00668288,0.0293286,1.98439,0.0680287,0.292634,-0.158096,0.435898,1.78962,-1.0008,0.01
4,0.29,0.00738514,0.0323449,1.98276,0.0724391,0.310693,-0.168215,0.44612,1.82175,-1.02283,0.01
4,0.3,0.008132,0.0355435,1.98102,0.07695,0.329063,-0.17855,0.456,1.8519,-1.044,0.01
4,0.31,0.00892446,0.0389271,1.97918,0.081558,0.347724,-0.189092,0.465543,1.8801,-1.0643,0.01
4,0.32,0.00976347,0.0424988,1.97724,0.0862597,0.366658,-0.199833,0.47475,1.90637,-1.08375,0.01
4,0.33,0.01065,0.0462612,1.97519,0.0910519,0.385845,-0.210764,0.483626,1.93073,-1.10235,0.01
4,0.34,0.0115848,0.0502165,1.97302,0.0959312,0.405266,-0.221878,0.492172,1.9532,-1.12012,0.01
4,0.35,0.0125689,0.0543672,1.97075,0.100894,0.424903,-0.233164,0.500392,1.97381,-1.13705,0.01
4,0.36,0.013603,0.0587152,1.96836,0.105938,0.444737,-0.244616,0.508288,1.99257,-1.15315,0.01
4,0.37,0.0146879,0.0632625,1.96586,0.111059,0.464748,-0.256224,0.515863,2.00951,-1.16844,0.01
4,0.38,0.0158244,0.0680107,1.96323,0.116254,0.484921,-0.267982,0.52312,2.02465,-1.18292,0.01
4,0.39,0.0170132,0.0729614,1.9605,0.12152,0.505236,-0.27988,0.530062,2.03801,-1.1966,0.01
4,0.4,0.018255,0.0781159,1.95764,0.126854,0.525675,-0.291911,0.536691,2.04961,-1.20948,0.01
4,0.41,0.0195505,0.0834753,1.95466,0.132253,0.546222,-0.304067,0.543011,2.05948,-1.22158,0.01
4,0.42,0.0209003,0.0890406,1.95156,0.137714,0.566859,-0.31634,0.549024,2.06763,-1.2329,0.01
4,0.43,0.022305,0.0948127,1.94833,0.143233,0.587569,-0.328722,0.554733,2.07409,-1.24344,0.01
4,0.44,0.0237651,0.100792,1.94498,0.148807,0.608335,-0.341206,0.560141,2.07887,-1.25322,0.01
4,0.45,0.0252813,0.10698,1.94151,0.154434,0.629141,-0.353784,0.56525,2.08201,-1.26225,0.01
4,0.46,0.026854,0.113375,1.9379,0.160111,0.64997,-0.366449,0.570064,2.08352,-1.27053,0.01
4,0.47,0.0284837,0.119979,1.93418,0.165835,0.670806,-0.379192,0.574585,2.08343,-1.27806,0.01
4,0.48,0.0301708,0.126791,1.93032,0.171602,0.691633,-0.392008,0.578816,2.08175,-1.28486,0.01
4,0.49,0.0319158,0.133812,1.92634,0.17741,0.712436,-0.404887,0.58276,2.07851,-1.29094,0.01
4,0.5,0.0337191,0.14104,1.92222,0.183256,0.733198,-0.417824,0.58642,2.07373,-1.2963,0.01
4,0.51,0.0355811,0.148475,1.91798,0.189137,0.753905,-0.430811,0.589798,2.06744,-1.30094,0.01
4,0.52,0.037502,0.156118,1.91361,0.195051,0.774542,-0.443841,0.592898,2.05964,-1.30488,0.01
4,0.53,0.0394822,0.163966,1.9091,0.200995,0.795093,-0.456906,0.595721,2.05037,-1.30813,0.01
4,0.54,0.041522,0.172019,1.90447,0.206965,0.815545,-0.470001,0.598272,2.03965,-1.31069,0.01
4,0.55,0.0436216,0.180276,1.8997,0.212959,0.835881,-0.483118,0.600552,2.02749,-1.31256,0.01
4,0.56,0.0457812,0.188736,1.89481,0.218975,0.85609,-0.49625,0.602566,2.01393,-1.31377,0.01
